episode,step,active_agent,valid_actions,discrete_action,reward,done,next_active_agent,raw_0,raw_1,raw_2,raw_3,padded_0,padded_1,padded_2,padded_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold
8,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,-0.117803,-0.408473,-0.01097,-0.45954,-0.117803,-0.408473,-0.01097,-0.45954,0.4410986490547657,5,0.4945148783735931,0.27023012936115265,,,,,,,,,,
8,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.601648,-0.690967,-0.093139,,0.601648,-0.690967,-0.093139,0.0,,,,,,,0.8008241355419159,0.15451663732528687,0.45343050360679626,,,,,
8,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.744661,0.531399,0.074568,-0.010951,0.744661,0.531399,0.074568,-0.010951,,,,,,,,,,0.8723305463790894,0.765699714422226,263,0.49452439742162824,
8,4,verifier,verify_answer,verify_answer,0.5676,1,,-0.952184,,,,-0.952184,0.0,0.0,0.0,,,,,,,,,,,,,,0.02390804886817932
9,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.030143,-0.060451,0.25098,-0.77616,-0.030143,-0.060451,0.25098,-0.77616,0.48492869175970554,7,0.6254901587963104,0.11191999912261963,,,,,,,,,,
9,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.376871,-0.994653,-0.286058,,0.376871,-0.994653,-0.286058,0.0,,,,,,,0.6884357035160065,0.1,0.3569711297750473,,,,,
9,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.301327,0.037373,0.087848,-0.02807,0.301327,0.037373,0.087848,-0.02807,,,,,,,,,,0.6506635397672653,0.518686356022954,263,0.48596518486738205,
9,4,verifier,verify_answer,verify_answer,0.7048,1,,-0.928484,,,,-0.928484,0.0,0.0,0.0,,,,,,,,,,,,,,0.03575795888900757
10,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.15292,-0.895737,0.071118,-0.705268,-0.15292,-0.895737,0.071118,-0.705268,0.4235401600599289,3,0.5355588980019093,0.14736610651016235,,,,,,,,,,
10,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,0.371313,-0.602583,-0.469128,,0.371313,-0.602583,-0.469128,0.0,,,,,,,0.6856565773487091,0.19870847463607788,0.265436053276062,,,,,
10,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.29508,-0.375688,0.20562,-0.591831,0.29508,-0.375688,0.20562,-0.591831,,,,,,,,,,0.6475399285554886,0.31215596199035645,198,0.20408445596694946,
10,4,verifier,verify_answer,verify_answer,0.7255,1,,-0.869109,,,,-0.869109,0.0,0.0,0.0,,,,,,,,,,,,,,0.0654454231262207
11,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.552893,-1.0,0.837526,-1.0,-0.552893,-1.0,0.837526,-1.0,0.2235533595085144,3,0.9187628328800201,0.0,,,,,,,,,,
11,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.115144,-0.659969,-0.778384,,-0.115144,-0.659969,-0.778384,0.0,,,,,,,0.44242797791957855,0.17001548409461975,0.11080783605575562,,,,,
11,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.403171,-0.785699,0.227795,-0.975905,-0.403171,-0.785699,0.227795,-0.975905,,,,,,,,,,0.29841431975364685,0.10715031623840332,145,0.012047559022903442,
11,4,verifier,verify_answer,verify_answer,0.6979,1,,-0.985521,,,,-0.985521,0.0,0.0,0.0,,,,,,,,,,,,,,0.007239311933517456
12,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.993128,-0.885902,0.445727,-0.637204,-0.993128,-0.885902,0.445727,-0.637204,0.0034360289573669434,3,0.7228635549545288,0.18139785528182983,,,,,,,,,,
12,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.750221,-1.0,-0.576308,,-0.750221,-1.0,-0.576308,0.0,,,,,,,0.12488958239555359,0.1,0.21184617280960083,,,,,
12,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.88259,-0.821712,0.852557,-1.0,-0.88259,-0.821712,0.852557,-1.0,,,,,,,,,,0.05870518088340759,0.08914387226104736,182,0.0,
12,4,verifier,verify_answer,verify_answer,0.7389,1,,-0.96992,,,,-0.96992,0.0,0.0,0.0,,,,,,,,,,,,,,0.015040010213851929
13,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.849033,-0.860221,0.435073,-1.0,-0.849033,-0.860221,0.435073,-1.0,0.07548341155052185,3,0.7175364345312119,0.0,,,,,,,,,,
13,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.779454,-0.947579,-0.625472,,-0.779454,-0.947579,-0.625472,0.0,,,,,,,0.11027303338050842,0.1,0.18726402521133423,,,,,
13,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.782484,-0.99381,0.897991,-0.811196,-0.782484,-0.99381,0.897991,-0.811196,,,,,,,,,,0.10875800251960754,0.003095179796218872,219,0.09440195560455322,
13,4,verifier,verify_answer,verify_answer,0.8079,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
14,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.649228,-0.910218,0.423852,-0.832373,-0.649228,-0.910218,0.423852,-0.832373,0.1753861904144287,3,0.711926057934761,0.08381357789039612,,,,,,,,,,
14,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-1.0,-0.874913,-0.543095,,-1.0,-0.874913,-0.543095,0.0,,,,,,,0.0,0.1,0.22845247387886047,,,,,
14,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.758275,0.978478,-0.725846,-1.0,-0.758275,0.978478,-0.725846,,,,,,,,,,0.0,0.12086239457130432,242,0.1370769441127777,
14,4,verifier,verify_answer,verify_answer,0.7123,1,,-0.714388,,,,-0.714388,0.0,0.0,0.0,,,,,,,,,,,,,,0.14280608296394348
15,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.986348,-1.0,-0.056524,-1.0,-0.986348,-1.0,-0.056524,-1.0,0.006825774908065796,3,0.47173791751265526,0.0,,,,,,,,,,
15,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.840197,-0.934543,-0.844118,,-0.840197,-0.934543,-0.844118,0.0,,,,,,,0.07990142703056335,0.1,0.07794106006622314,,,,,
15,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.759576,-0.782507,1.0,-0.690522,-0.759576,-0.782507,1.0,-0.690522,,,,,,,,,,0.12021180987358093,0.1087464988231659,251,0.1547391712665558,
15,4,verifier,verify_answer,verify_answer,0.5224,1,,-0.583102,,,,-0.583102,0.0,0.0,0.0,,,,,,,,,,,,,,0.208449125289917
16,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-0.880837,-1.0,0.378769,-0.893285,-0.880837,-1.0,0.378769,-0.893285,0.05958142876625061,3,0.6893842816352844,0.053357481956481934,,,,,,,,,,
16,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.996174,-0.886066,-0.525838,,-0.996174,-0.886066,-0.525838,0.0,,,,,,,0.0019127726554870605,0.1,0.23708078265190125,,,,,
16,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.976579,-1.0,0.716809,-0.898941,-0.976579,-1.0,0.716809,-0.898941,,,,,,,,,,0.011710524559020996,0.0,191,0.05052950978279114,
16,4,verifier,verify_answer,verify_answer,0.5266,1,,-0.870913,,,,-0.870913,0.0,0.0,0.0,,,,,,,,,,,,,,0.06454342603683472
17,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.916213,-1.0,-0.500401,-0.91878,-0.916213,-1.0,-0.500401,-0.91878,0.04189348220825195,3,0.24979925155639648,0.04061013460159302,,,,,,,,,,
17,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-1.0,-0.963939,-0.908149,,-1.0,-0.963939,-0.908149,0.0,,,,,,,0.0,0.1,0.04592537879943848,,,,,
17,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.698447,0.99051,-0.524338,-1.0,-0.698447,0.99051,-0.524338,,,,,,,,,,0.0,0.15077635645866394,281,0.23783084750175476,
17,4,verifier,verify_answer,verify_answer,0.2847,1,,-0.836848,,,,-0.836848,0.0,0.0,0.0,,,,,,,,,,,,,,0.08157622814178467
18,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-1.0,-1.0,0.571688,-0.89799,-1.0,-1.0,0.571688,-0.89799,0.0,3,0.7858441770076752,0.05100518465042114,,,,,,,,,,
18,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.895432,-0.41476,-0.193833,,-0.895432,-0.41476,-0.193833,0.0,,,,,,,0.052284061908721924,0.2926199287176132,0.40308357775211334,,,,,
18,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.812079,-0.740557,1.0,-0.780605,-0.812079,-0.740557,1.0,-0.780605,,,,,,,,,,0.09396037459373474,0.12972134351730347,234,0.10969734191894531,
18,4,verifier,verify_answer,verify_answer,0.531,1,,-0.885683,,,,-0.885683,0.0,0.0,0.0,,,,,,,,,,,,,,0.05715849995613098
19,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.997163,-1.0,-0.943822,-0.975893,-0.997163,-1.0,-0.943822,-0.975893,0.0014184415340423584,3,0.028088927268981934,0.012053430080413818,,,,,,,,,,
19,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.610762,-1.0,-0.824407,,-0.610762,-1.0,-0.824407,0.0,,,,,,,0.19461879134178162,0.1,0.08779627084732056,,,,,
19,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.687203,1.0,-0.704381,-1.0,-0.687203,1.0,-0.704381,,,,,,,,,,0.0,0.15639829635620117,248,0.1478096842765808,
19,4,verifier,verify_answer,verify_answer,0.1856,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
20,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-1.0,-0.876184,-0.991949,-0.955577,-1.0,-0.876184,-0.991949,-0.955577,0.0,3,0.004025459289550781,0.022211402654647827,,,,,,,,,,
20,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.958544,-1.0,-0.608578,,-0.958544,-1.0,-0.608578,0.0,,,,,,,0.020728200674057007,0.1,0.1957111656665802,,,,,
20,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.86758,-0.865513,0.930502,-0.791892,-0.86758,-0.865513,0.930502,-0.791892,,,,,,,,,,0.06620979309082031,0.0672433078289032,226,0.10405388474464417,
20,4,verifier,verify_answer,verify_answer,0.7184,1,,-0.869808,,,,-0.869808,0.0,0.0,0.0,,,,,,,,,,,,,,0.06509596109390259
21,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-1.0,-0.998208,-0.763493,-0.859042,-1.0,-0.998208,-0.763493,-0.859042,0.0,3,0.11825352907180786,0.07047885656356812,,,,,,,,,,
21,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,0.0,,,,,,,0.0,0.1,0.0,,,,,
21,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.233228,0.953924,-0.8655,-1.0,-0.233228,0.953924,-0.8655,,,,,,,,,,0.0,0.38338594138622284,214,0.06725010275840759,
21,4,verifier,verify_answer,verify_answer,0.5229,1,,-0.860546,,,,-0.860546,0.0,0.0,0.0,,,,,,,,,,,,,,0.06972712278366089
22,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.654725,-0.821298,-1.0,-1.0,-0.654725,-0.821298,-1.0,-1.0,0.17263737320899963,3,0.0,0.0,,,,,,,,,,
22,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.783601,-1.0,-0.89769,,-0.783601,-1.0,-0.89769,0.0,,,,,,,0.10819956660270691,0.1,0.05115506052970886,,,,,
22,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.853006,-0.551843,0.86139,-1.0,-0.853006,-0.551843,0.86139,-1.0,,,,,,,,,,0.07349714636802673,0.22407832741737366,183,0.0,
22,4,verifier,verify_answer,verify_answer,0.4793,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
23,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,-1.0,-1.0,0.433442,-1.0,-1.0,-1.0,0.433442,-1.0,0.0,3,0.7167211472988129,0.0,,,,,,,,,,
23,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,loose_filter,-0.07,0,generator,-1.0,-0.972916,0.592998,,-1.0,-0.972916,0.592998,0.0,,,,,,,0.0,0.1,0.7964989840984344,,,,,
23,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.722023,0.927664,0.174764,-1.0,-0.722023,0.927664,0.174764,,,,,,,,,,0.0,0.13898852467536926,384,0.5873819291591644,
23,4,verifier,verify_answer,verify_answer,0.6644,1,,-0.930363,,,,-0.930363,0.0,0.0,0.0,,,,,,,,,,,,,,0.034818679094314575
24,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.948786,-1.0,-0.934941,-1.0,-0.948786,-1.0,-0.934941,-1.0,0.025606989860534668,3,0.03252929449081421,0.0,,,,,,,,,,
24,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.960448,-0.890611,-0.748327,,-0.960448,-0.890611,-0.748327,0.0,,,,,,,0.01977616548538208,0.1,0.12583646178245544,,,,,
24,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.051211,0.518819,-0.619664,-1.0,-0.051211,0.518819,-0.619664,,,,,,,,,,0.0,0.4743945226073265,222,0.19016799330711365,
24,4,verifier,verify_answer,verify_answer,0.4923,1,,-0.910696,,,,-0.910696,0.0,0.0,0.0,,,,,,,,,,,,,,0.04465186595916748
25,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.945281,-1.0,-0.96355,-1.0,-0.945281,-1.0,-0.96355,-1.0,0.027359455823898315,3,0.018225133419036865,0.0,,,,,,,,,,
25,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-1.0,-0.862877,-0.936375,,-1.0,-0.862877,-0.936375,0.0,,,,,,,0.0,0.1,0.0318123996257782,,,,,
25,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.260493,0.81805,-0.424622,-1.0,-0.260493,0.81805,-0.424622,,,,,,,,,,0.0,0.3697533905506134,283,0.2876887768507004,
25,4,verifier,verify_answer,verify_answer,0.6775,1,,-0.904663,,,,-0.904663,0.0,0.0,0.0,,,,,,,,,,,,,,0.04766854643821716
26,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-1.0,-0.98513,-0.839611,-0.898098,-1.0,-0.98513,-0.839611,-0.898098,0.0,3,0.08019468188285828,0.0509507954120636,,,,,,,,,,
26,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.9846,-0.974122,-0.798362,,-0.9846,-0.974122,-0.798362,0.0,,,,,,,0.007700026035308838,0.1,0.1008191704750061,,,,,
26,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.340512,0.695467,-0.528904,-1.0,-0.340512,0.695467,-0.528904,,,,,,,,,,0.0,0.3297439366579056,253,0.2355479598045349,
26,4,verifier,verify_answer,verify_answer,0.8534,1,,-0.834386,,,,-0.834386,0.0,0.0,0.0,,,,,,,,,,,,,,0.08280676603317261
27,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-0.863887,-0.784101,-0.7617,-0.989135,-0.863887,-0.784101,-0.7617,-0.989135,0.06805655360221863,3,0.11915013194084167,0.005432546138763428,,,,,,,,,,
27,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.881426,-1.0,-0.94536,,-0.881426,-1.0,-0.94536,0.0,,,,,,,0.05928701162338257,0.1,0.027319788932800293,,,,,
27,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-0.992016,-0.355558,0.729665,-0.769917,-0.992016,-0.355558,0.729665,-0.769917,,,,,,,,,,0.003991961479187012,0.3222208023071289,214,0.11504140496253967,
27,4,verifier,verify_answer,verify_answer,0.7791,1,,-0.685443,,,,-0.685443,0.0,0.0,0.0,,,,,,,,,,,,,,0.1572784185409546
28,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-1.0,-0.998998,-0.786708,-0.874077,-1.0,-0.998998,-0.786708,-0.874077,0.0,3,0.10664594173431396,0.06296142935752869,,,,,,,,,,
28,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.891852,-0.89559,-0.996215,,-0.891852,-0.89559,-0.996215,0.0,,,,,,,0.05407381057739258,0.1,0.0018925368785858154,,,,,
28,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,-1.0,-0.307147,0.429836,-0.574168,-1.0,-0.307147,0.429836,-0.574168,,,,,,,,,,0.0,0.34642666578292847,221,0.21291577816009521,
28,4,verifier,verify_answer,verify_answer,0.6973,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
29,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,sparse_retrieve,-0.02,0,grader,-1.0,-0.659974,-0.902405,-1.0,-1.0,-0.659974,-0.902405,-1.0,0.0,4,0.048797428607940674,0.0,,,,,,,,,,
29,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-1.0,-0.95253,-0.957993,,-1.0,-0.95253,-0.957993,0.0,,,,,,,0.0,0.1,0.021003395318984985,,,,,
