episode,step,active_agent,valid_actions,discrete_action,reward,done,next_active_agent,raw_0,raw_1,raw_2,raw_3,padded_0,padded_1,padded_2,padded_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold
24,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.170796,-0.649231,0.690175,-0.869481,0.170796,-0.649231,0.690175,-0.869481,,,,,,,,,,0.5853978917002678,0.1753847301006317,194,0.06525930762290955,
24,4,verifier,verify_answer,verify_answer,0.4748,1,,-0.911032,,,,-0.911032,0.0,0.0,0.0,,,,,,,,,,,,,,0.044484227895736694
25,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_retrieve,-0.02,0,grader,0.166741,-1.0,-0.020165,-1.0,0.166741,-1.0,-0.020165,-1.0,0.5833703204989433,3,0.4899173444136977,0.0,,,,,,,,,,
25,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.999638,-0.867296,-0.903536,,-0.999638,-0.867296,-0.903536,0.0,,,,,,,0.00018104910850524902,0.5331759303808212,0.048231929540634155,,,,,
25,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.580742,-0.842966,1.0,-0.687292,0.580742,-0.842966,1.0,-0.687292,,,,,,,,,,0.7903710603713989,0.07851716876029968,252,0.1563538908958435,
25,4,verifier,verify_answer,verify_answer,-0.07,0,verifier,-0.90498,,,,-0.90498,0.0,0.0,0.0,,,,,,,,,,,,,,0.0475100576877594
25,5,verifier,request_regeneration|request_more_retrieval|request_rewrite,request_more_retrieval,-0.07,0,retriever,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
25,6,retriever,retrieve_more,retrieve_more,-0.02,0,grader,-0.424815,-0.957382,0.520812,-1.0,-0.424815,-0.957382,0.520812,-1.0,0.28759266436100006,3,0.7604058682918549,0.0,,,,,,,,,,
25,7,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.99406,-0.694576,-0.970776,,-0.99406,-0.694576,-0.970776,0.0,,,,,,,0.0029699206352233887,0.5763560980558395,0.01461222767829895,,,,,
25,8,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.80912,-0.888414,0.99064,-0.571669,0.80912,-0.888414,0.99064,-0.571669,,,,,,,,,,0.9045600891113281,0.05579286813735962,272,0.2141653299331665,
25,9,verifier,verify_answer,verify_answer,0.9274,1,,-0.913015,,,,-0.913015,0.0,0.0,0.0,,,,,,,,,,,,,,0.04349258542060852
26,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.571375,-0.801135,0.16215,-0.831844,0.571375,-0.801135,0.16215,-0.831844,0.7856877148151398,3,0.5810748040676117,0.08407798409461975,,,,,,,,,,
26,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.994959,-0.947086,-0.968127,,-0.994959,-0.947086,-0.968127,0.0,,,,,,,0.0025205910205841064,0.5132285058498383,0.015936732292175293,,,,,
26,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.915702,-0.894,0.86513,-0.401346,0.915702,-0.894,0.86513,-0.401346,,,,,,,,,,0.9578511118888855,0.05299976468086243,292,0.2993268668651581,
26,4,verifier,verify_answer,verify_answer,0.819,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
27,1,retriever,dense_retrieve|sparse_retrieve|hybrid_retrieve|hybrid_rerank,hybrid_rerank,-0.02,0,grader,0.058036,-0.824042,0.594346,-0.805796,0.058036,-0.824042,0.594346,-0.805796,0.5290180686861277,3,0.797173023223877,0.0971018373966217,,,,,,,,,,
27,2,grader,keep_all|loose_filter|medium_filter|strict_filter|rerank_only,rerank_only,-0.07,0,generator,-0.858981,-0.998704,-1.0,,-0.858981,-0.998704,-1.0,0.0,,,,,,,0.07050958275794983,0.5003240257501602,0.0,,,,,
27,3,generator,generate_answer|generate_with_strict_citations|generate_short_answer,generate_short_answer,-0.07,0,verifier,0.934905,-1.0,1.0,-0.602829,0.934905,-1.0,1.0,-0.602829,,,,,,,,,,0.9674522876739502,0.0,268,0.1985855996608734,
27,4,verifier,verify_answer,verify_answer,0.659,1,,-1.0,,,,-1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
