episode,step,agent,discrete_action,reward,raw_0,raw_1,raw_2,raw_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,source_focus_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold,confidence_threshold
2,9,generator,generate_answer,-0.6708,-0.26987046003341675,0.053741224110126495,0.21293231844902039,-0.03475005552172661,,,,,,,,,,,0.3650647699832916,0.5268706120550632,671,0.4826249722391367,,
2,10,verifier,verify_answer,0.1113,0.5788179636001587,-0.22694595158100128,,,,,,,,,,,,,,,,,0.7894089818000793,0.38652702420949936
3,1,retriever,hybrid_rerank,-0.1587,-0.3987904191017151,-0.470533162355423,0.17610466480255127,-0.04980292171239853,0.30060479044914246,11,0.5880523324012756,0.47509853914380074,,,,,,,,,,,,
3,2,grader,loose_filter,-0.3044,0.6778436899185181,0.18430845439434052,-0.28863340616226196,,,,,,,,,0.838921844959259,0.5921542271971703,0.355683296918869,,,,,,
3,3,generator,generate_answer,-0.3737,0.19520924985408783,-0.36405086517333984,-0.1963021606206894,-0.03930947184562683,,,,,,,,,,,0.5976046249270439,0.3179745674133301,488,0.4803452640771866,,
3,4,verifier,verify_answer,-0.4615,0.5961828827857971,-0.1124114915728569,,,,,,,,,,,,,,,,,0.7980914413928986,0.44379425421357155
3,5,verifier,request_rewrite,-0.4615,0.9633049368858337,-0.0006094286218285561,,,,,,,,,,,,,,,,,0.9816524684429169,0.4996952856890857
3,6,rewriter,keyword_rewrite,-0.4776,0.017938848584890366,-0.12857112288475037,0.3276996910572052,,,,,,0.5089694242924452,0.4357144385576248,0.6638498455286026,,,,,,,,,
3,7,retriever,hybrid_rerank,-0.5529,-0.11617341637611389,-0.10010059922933578,-0.13589878380298615,0.13857470452785492,0.44191329181194305,16,0.4320506080985069,0.5692873522639275,,,,,,,,,,,,
3,8,grader,loose_filter,-0.6747,0.6475486755371094,0.04560410976409912,-0.4088228642940521,,,,,,,,,0.8237743377685547,0.5228020548820496,0.29558856785297394,,,,,,
3,9,generator,generate_answer,-0.7439,0.09123619645833969,-0.18069250881671906,-0.2715536057949066,0.0456186905503273,,,,,,,,,,,0.5456180982291698,0.4096537455916405,454,0.5228093452751637,,
3,10,verifier,verify_answer,-0.8263,0.7919654250144958,-0.0935702919960022,,,,,,,,,,,,,,,,,0.8959827125072479,0.4532148540019989
3,11,verifier,request_rewrite,-0.8263,0.7279645204544067,-0.11405172944068909,,,,,,,,,,,,,,,,,0.8639822602272034,0.44297413527965546
3,12,rewriter,keyword_rewrite,-1.5429,-0.14330030977725983,-0.1313425749540329,0.4159470796585083,,,,,,0.4283498451113701,0.43432871252298355,0.7079735398292542,,,,,,,,,
4,1,retriever,hybrid_rerank,-0.2327,0.30645015835762024,-0.7245813012123108,0.14179837703704834,-0.3098747730255127,0.6532250791788101,8,0.5708991885185242,0.34506261348724365,,,,,,,,,,,,
4,2,grader,loose_filter,-0.2897,0.009386987425386906,0.3997412919998169,-0.34346744418144226,,,,,,,,,0.5046934937126935,0.6998706459999084,0.32826627790927887,,,,,,
4,3,generator,generate_short_answer,-0.2971,-0.41526326537132263,-0.18924711644649506,-0.2358854115009308,-0.3217009902000427,,,,,,,,,,,0.2923683673143387,0.40537644177675247,470,0.33914950489997864,,
4,4,verifier,verify_answer,0.6697,0.6676890850067139,-0.2842482030391693,,,,,,,,,,,,,,,,,0.8338445425033569,0.35787589848041534
5,1,retriever,hybrid_rerank,-0.1571,-0.08370672166347504,-0.411130428314209,0.014302773401141167,-0.23606987297534943,0.4581466391682625,12,0.5071513867005706,0.3819650635123253,,,,,,,,,,,,
5,2,grader,medium_filter,-0.2683,0.0024451827630400658,0.6583071947097778,0.17755797505378723,,,,,,,,,0.50122259138152,0.8291535973548889,0.5887789875268936,,,,,,
5,3,generator,generate_answer,-0.3489,-0.36644667387008667,-0.4396882951259613,-0.22105719149112701,-0.06232771277427673,,,,,,,,,,,0.31677666306495667,0.28015585243701935,476,0.46883614361286163,,
5,4,verifier,verify_answer,-0.4608,0.6483833193778992,-0.4639401435852051,,,,,,,,,,,,,,,,,0.8241916596889496,0.26802992820739746
5,5,verifier,request_rewrite,-0.4608,0.6617146730422974,-0.46588727831840515,,,,,,,,,,,,,,,,,0.8308573365211487,0.2670563608407974
5,6,rewriter,multi_query_rewrite,-0.4818,0.40267184376716614,0.18603840470314026,0.5057967901229858,,,,,,0.7013359218835831,0.5930192023515701,0.7528983950614929,,,,,,,,,
5,7,retriever,hybrid_rerank,-0.5132,0.10309677571058273,0.062003396451473236,-0.16980105638504028,-0.07063818722963333,0.5515483878552914,18,0.41509947180747986,0.46468090638518333,,,,,,,,,,,,
5,8,grader,loose_filter,-0.6435,-0.20763489603996277,0.8091604113578796,-0.23507700860500336,,,,,,,,,0.3961825519800186,0.9045802056789398,0.3824614956974983,,,,,,
5,9,generator,generate_answer,-0.7402,-0.17532959580421448,0.10440241545438766,-0.3761630058288574,0.22937354445457458,,,,,,,,,,,0.41233520209789276,0.5522012077271938,407,0.6146867722272873,,
5,10,verifier,verify_answer,0.1564,0.35561516880989075,-0.337676465511322,,,,,,,,,,,,,,,,,0.6778075844049454,0.331161767244339
6,1,retriever,hybrid_rerank,-0.1314,-0.17823319137096405,-0.4732341170310974,0.05035115033388138,-0.30252769589424133,0.410883404314518,11,0.5251755751669407,0.34873615205287933,,,,,,,,,,,,
6,2,grader,strict_filter,-0.3132,0.2385987788438797,0.8186925649642944,0.4464581608772278,,,,,,,,,0.6192993894219398,0.9093462824821472,0.7232290804386139,,,,,,
6,3,generator,generate_answer,-0.4451,-0.14758169651031494,-0.0698876604437828,-0.15228892862796783,0.02648935467004776,,,,,,,,,,,0.42620915174484253,0.4650561697781086,507,0.5132446773350239,,
6,4,verifier,verify_answer,-0.6111,0.6204507350921631,0.057540975511074066,,,,,,,,,,,,,,,,,0.8102253675460815,0.528770487755537
6,5,verifier,request_rewrite,-0.6111,0.7332358956336975,-0.08521230518817902,,,,,,,,,,,,,,,,,0.8666179478168488,0.4573938474059105
6,6,rewriter,multi_query_rewrite,-0.6322,0.480033278465271,0.09443101286888123,0.6165674328804016,,,,,,0.7400166392326355,0.5472155064344406,0.8082837164402008,,,,,,,,,
6,7,retriever,hybrid_rerank,-0.7133,0.021162627264857292,-0.19946135580539703,-0.05972685664892197,-0.3287903070449829,0.5105813136324286,15,0.470136571675539,0.33560484647750854,,,,,,,,,,,,
6,8,grader,medium_filter,-0.8234,0.02962224744260311,0.7227138876914978,0.3721061050891876,,,,,,,,,0.5148111237213016,0.8613569438457489,0.6860530525445938,,,,,,
6,9,generator,generate_answer,-0.9349,-0.29510733485221863,-0.0631789118051529,-0.47427642345428467,0.10101918131113052,,,,,,,,,,,0.3524463325738907,0.46841054409742355,363,0.5505095906555653,,
6,10,verifier,verify_answer,-0.0593,0.5920871496200562,-0.4479573667049408,,,,,,,,,,,,,,,,,0.7960435748100281,0.2760213166475296
7,1,retriever,hybrid_rerank,-0.1633,-0.1092090830206871,-0.6085044741630554,0.18791766464710236,0.006355253513902426,0.44539545848965645,9,0.5939588323235512,0.5031776267569512,,,,,,,,,,,,
7,2,grader,medium_filter,-0.2767,0.3622170090675354,0.5766241550445557,-0.10667745023965836,,,,,,,,,0.6811085045337677,0.7883120775222778,0.4466612748801708,,,,,,
7,3,generator,generate_answer,-0.3561,0.12387586385011673,-0.4460962116718292,0.08169158548116684,-0.13342413306236267,,,,,,,,,,,0.5619379319250584,0.2769518941640854,612,0.43328793346881866,,
7,4,verifier,verify_answer,0.5609,0.5741051435470581,-0.0072195036336779594,,,,,,,,,,,,,,,,,0.787052571773529,0.496390248183161
8,1,retriever,hybrid_rerank,-0.154,0.17765472829341888,-0.6917089819908142,-0.09884385019540787,0.015590575523674488,0.5888273641467094,8,0.45057807490229607,0.5077952877618372,,,,,,,,,,,,
8,2,grader,loose_filter,-0.2419,0.5049751400947571,0.5024012923240662,-0.4244415760040283,,,,,,,,,0.7524875700473785,0.7512006461620331,0.28777921199798584,,,,,,
8,3,generator,generate_answer,-0.3167,-0.20575273036956787,-0.3866157829761505,-0.16059012711048126,0.03219696134328842,,,,,,,,,,,0.39712363481521606,0.30669210851192474,504,0.5160984806716442,,
8,4,verifier,verify_answer,-0.41,0.7803396582603455,0.11893096566200256,,,,,,,,,,,,,,,,,0.8901698291301727,0.5594654828310013
8,5,verifier,request_regeneration,-0.41,0.9604085683822632,0.21123699843883514,,,,,,,,,,,,,,,,,0.9802042841911316,0.6056184992194176
8,6,generator,generate_short_answer,-0.4951,0.02340615913271904,-0.42710080742836,0.033156294375658035,-0.5255343914031982,,,,,,,,,,,0.5117030795663595,0.28644959628582,590,0.23723280429840088,,
8,7,verifier,verify_answer,-0.5991,0.9465766549110413,-0.21233992278575897,,,,,,,,,,,,,,,,,0.9732883274555206,0.3938300386071205
8,8,verifier,request_rewrite,-0.5991,0.7834201455116272,-0.40990251302719116,,,,,,,,,,,,,,,,,0.8917100727558136,0.2950487434864044
8,9,rewriter,keyword_rewrite,-0.6204,0.1519007533788681,0.1275535374879837,0.48590949177742004,,,,,,0.575950376689434,0.5637767687439919,0.74295474588871,,,,,,,,,
8,10,retriever,hybrid_rerank,-0.6671,0.05893586203455925,-0.8226840496063232,-0.20025303959846497,0.27941232919692993,0.5294679310172796,7,0.3998734802007675,0.639706164598465,,,,,,,,,,,,
8,11,grader,loose_filter,-0.7447,0.43966948986053467,0.5524669885635376,-0.22721581161022186,,,,,,,,,0.7198347449302673,0.7762334942817688,0.38639209419488907,,,,,,
8,12,generator,generate_short_answer,-0.4699,0.12523727118968964,-0.19228984415531158,-0.08145590126514435,-0.6792278289794922,,,,,,,,,,,0.5626186355948448,0.4038550779223442,539,0.1603860855102539,,
9,1,retriever,hybrid_rerank,-0.1448,-0.010348249226808548,-0.6578873991966248,0.20222237706184387,0.16779200732707977,0.4948258753865957,9,0.6011111885309219,0.5838960036635399,,,,,,,,,,,,
9,2,grader,medium_filter,-0.2813,0.4297769069671631,0.4088675081729889,0.20485250651836395,,,,,,,,,0.7148884534835815,0.7044337540864944,0.602426253259182,,,,,,
9,3,generator,generate_short_answer,-0.3473,0.04737742245197296,-0.3094070553779602,-0.2715900242328644,-0.2738476097583771,,,,,,,,,,,0.5236887112259865,0.3452964723110199,454,0.36307619512081146,,
9,4,verifier,verify_answer,-0.4413,0.6268783807754517,-0.0793178603053093,,,,,,,,,,,,,,,,,0.8134391903877258,0.46034106984734535
9,5,verifier,request_rewrite,-0.4413,0.6744225025177002,-0.03411519154906273,,,,,,,,,,,,,,,,,0.8372112512588501,0.48294240422546864
9,6,rewriter,keyword_rewrite,-0.4524,0.3491196036338806,-0.22454966604709625,0.47349444031715393,,,,,,0.6745598018169403,0.3877251669764519,0.736747220158577,,,,,,,,,
9,7,retriever,hybrid_rerank,-0.5004,0.3076474964618683,-0.5623157024383545,0.22824004292488098,0.4637320339679718,0.6538237482309341,10,0.6141200214624405,0.7318660169839859,,,,,,,,,,,,
9,8,grader,medium_filter,-0.6527,0.2845708429813385,0.4707944691181183,-0.03911402076482773,,,,,,,,,0.6422854214906693,0.7353972345590591,0.48044298961758614,,,,,,
9,9,generator,generate_short_answer,-0.7481,-0.1508403718471527,0.07296241074800491,-0.26386314630508423,-0.47787606716156006,,,,,,,,,,,0.42457981407642365,0.5364812053740025,457,0.26106196641921997,,
9,10,verifier,verify_answer,-0.8726,0.5261783599853516,-0.2184748351573944,,,,,,,,,,,,,,,,,0.7630891799926758,0.3907625824213028
9,11,verifier,request_rewrite,-0.8726,0.329315721988678,-0.034177515655756,,,,,,,,,,,,,,,,,0.664657860994339,0.482911242172122
9,12,rewriter,multi_query_rewrite,-1.6054,0.5235743522644043,-0.2826302647590637,0.5606876015663147,,,,,,0.7617871761322021,0.35868486762046814,0.7803438007831573,,,,,,,,,
10,1,retriever,hybrid_rerank,-0.1291,-0.26836174726486206,-0.6909030079841614,0.20009836554527283,0.0225390437990427,0.36581912636756897,8,0.6000491827726364,0.5112695218995214,,,,,,,,,,,,
10,2,grader,medium_filter,-0.2291,0.28950637578964233,0.41501861810684204,-0.006677538622170687,,,,,,,,,0.6447531878948212,0.707509309053421,0.49666123068891466,,,,,,
10,3,generator,generate_answer,-0.2732,-0.2057761549949646,-0.19690966606140137,-0.25873130559921265,-0.1869083046913147,,,,,,,,,,,0.3971119225025177,0.4015451669692993,460,0.40654584765434265,,
10,4,verifier,verify_answer,-0.3422,0.5885695219039917,-0.29357579350471497,,,,,,,,,,,,,,,,,0.7942847609519958,0.3532121032476425
10,5,verifier,request_rewrite,-0.3422,0.6210119128227234,-0.3224108815193176,,,,,,,,,,,,,,,,,0.8105059564113617,0.3387945592403412
10,6,rewriter,multi_query_rewrite,-0.3638,0.47589385509490967,0.03404642641544342,0.6165649890899658,,,,,,0.7379469275474548,0.5170232132077217,0.8082824945449829,,,,,,,,,
10,7,retriever,hybrid_rerank,-0.3864,0.4466404914855957,-0.17380543053150177,-0.0386454276740551,0.18543827533721924,0.7233202457427979,15,0.48067728616297245,0.5927191376686096,,,,,,,,,,,,
10,8,grader,medium_filter,-0.5244,0.2199079692363739,0.4845103919506073,-0.18392914533615112,,,,,,,,,0.609953984618187,0.7422551959753036,0.40803542733192444,,,,,,
10,9,generator,generate_answer,-0.5986,-0.3486526906490326,-0.13423892855644226,-0.1624441295862198,-0.15938742458820343,,,,,,,,,,,0.3256736546754837,0.43288053572177887,503,0.4203062877058983,,
10,10,verifier,verify_answer,-0.7016,0.711769700050354,-0.05159435421228409,,,,,,,,,,,,,,,,,0.855884850025177,0.47420282289385796
10,11,verifier,request_rewrite,-0.7016,0.9033823609352112,-0.03852788731455803,,,,,,,,,,,,,,,,,0.9516911804676056,0.480736056342721
10,12,rewriter,multi_query_rewrite,-1.4238,0.4829995632171631,0.4274272620677948,0.7513101696968079,,,,,,0.7414997816085815,0.7137136310338974,0.8756550848484039,,,,,,,,,
11,1,retriever,hybrid_rerank,-0.1464,-0.22037898004055023,-0.6307827234268188,-0.02024957537651062,-0.14938151836395264,0.3898105099797249,9,0.4898752123117447,0.4253092408180237,,,,,,,,,,,,
11,2,grader,medium_filter,-0.2384,0.15482588112354279,0.3425101339817047,-0.16935226321220398,,,,,,,,,0.5774129405617714,0.6712550669908524,0.415323868393898,,,,,,
11,3,generator,generate_short_answer,-0.262,0.04629407078027725,-0.43331030011177063,-0.04486040771007538,-0.3095368444919586,,,,,,,,,,,0.5231470353901386,0.2833448499441147,555,0.3452315777540207,,
11,4,verifier,verify_answer,0.6307,0.6437845826148987,-0.30129528045654297,,,,,,,,,,,,,,,,,0.8218922913074493,0.3493523597717285
12,1,retriever,hybrid_rerank,-0.1226,0.2321910709142685,-0.3794337213039398,0.11938337236642838,0.012273091822862625,0.6160955354571342,12,0.5596916861832142,0.5061365459114313,,,,,,,,,,,,
12,2,grader,medium_filter,-0.2944,0.1651068776845932,0.5158424973487854,-0.05669083073735237,,,,,,,,,0.5825534388422966,0.7579212486743927,0.4716545846313238,,,,,,
12,3,generator,generate_short_answer,-0.3937,-0.06388207525014877,-0.09574152529239655,-0.4925054609775543,-0.43969449400901794,,,,,,,,,,,0.4680589623749256,0.4521292373538017,355,0.28015275299549103,,
12,4,verifier,verify_answer,-0.4971,0.6393098831176758,-0.1591493934392929,,,,,,,,,,,,,,,,,0.8196549415588379,0.42042530328035355
12,5,verifier,request_regeneration,-0.4971,0.4797563850879669,0.31936365365982056,,,,,,,,,,,,,,,,,0.7398781925439835,0.6596818268299103
12,6,generator,generate_short_answer,-0.6126,0.27374267578125,-0.04122943431138992,-0.5656783580780029,-0.9161651134490967,,,,,,,,,,,0.636871337890625,0.47938528284430504,322,0.04191744327545166,,
12,7,verifier,verify_answer,-0.7424,0.7275364995002747,-0.2697512209415436,,,,,,,,,,,,,,,,,0.8637682497501373,0.3651243895292282
12,8,verifier,request_rewrite,-0.7424,0.7937023043632507,0.018246226012706757,,,,,,,,,,,,,,,,,0.8968511521816254,0.5091231130063534
12,9,rewriter,keyword_rewrite,-0.7692,0.31864655017852783,-0.019879378378391266,0.3313635587692261,,,,,,0.6593232750892639,0.49006031081080437,0.665681779384613,,,,,,,,,
12,10,retriever,hybrid_rerank,-0.8063,0.3638633191585541,-0.12147440761327744,-0.22914357483386993,0.37692129611968994,0.681931659579277,15,0.38542821258306503,0.688460648059845,,,,,,,,,,,,
12,11,grader,rerank_only,-0.8563,0.11544384807348251,0.23556829988956451,-0.6962645649909973,,,,,,,,,0.5577219240367413,0.6177841499447823,0.15186771750450134,,,,,,
12,12,generator,generate_short_answer,-0.5102,0.12803016602993011,0.18215423822402954,-0.811099112033844,-1.0,,,,,,,,,,,0.5640150830149651,0.5910771191120148,212,0.0,,
13,1,retriever,hybrid_rerank,-0.1482,-0.12048528343439102,-0.8650476336479187,0.3349282443523407,0.10328654944896698,0.4397573582828045,6,0.6674641221761703,0.5516432747244835,,,,,,,,,,,,
13,2,grader,loose_filter,-0.2041,0.7039080858230591,0.42695361375808716,-0.3651879131793976,,,,,,,,,0.8519540429115295,0.7134768068790436,0.3174060434103012,,,,,,
13,3,generator,generate_answer,-0.2595,0.06856519728899002,-0.49393388628959656,-0.34952694177627563,0.007120990660041571,,,,,,,,,,,0.534282598644495,0.2530330568552017,419,0.5035604953300208,,
13,4,verifier,verify_answer,-0.332,0.6780935525894165,0.3213992118835449,,,,,,,,,,,,,,,,,0.8390467762947083,0.6606996059417725
13,5,verifier,request_regeneration,-0.332,0.7995164394378662,0.1900455802679062,,,,,,,,,,,,,,,,,0.8997582197189331,0.5950227901339531
13,6,generator,generate_answer,-0.3948,0.21605433523654938,-0.8058703541755676,-0.18502378463745117,-0.07213687151670456,,,,,,,,,,,0.6080271676182747,0.09706482291221619,493,0.4639315642416477,,
13,7,verifier,verify_answer,-0.4626,0.7939590215682983,0.24888916313648224,,,,,,,,,,,,,,,,,0.8969795107841492,0.6244445815682411
13,8,verifier,request_regeneration,-0.4626,1.0,0.34815993905067444,,,,,,,,,,,,,,,,,1.0,0.6740799695253372
13,9,generator,generate_short_answer,-0.5319,-0.07668332755565643,-0.5457882881164551,-0.2034234255552292,-0.30508047342300415,,,,,,,,,,,0.4616583362221718,0.22710585594177246,484,0.3474597632884979,,
13,10,verifier,verify_answer,-0.4498,1.0,-0.04378916323184967,,,,,,,,,,,,,,,,,1.0,0.47810541838407516
14,1,retriever,hybrid_rerank,-0.1466,-0.5548271536827087,-0.32734495401382446,0.3807542622089386,-0.10044769942760468,0.22258642315864563,13,0.6903771311044693,0.44977615028619766,,,,,,,,,,,,
14,2,grader,medium_filter,-0.2962,0.32198381423950195,0.4913119673728943,0.13831335306167603,,,,,,,,,0.660991907119751,0.7456559836864471,0.569156676530838,,,,,,
14,3,generator,generate_answer,-0.3912,0.16270482540130615,-0.5285423398017883,-0.29385730624198914,-0.017925303429365158,,,,,,,,,,,0.5813524127006531,0.23572883009910583,444,0.4910373482853174,,
14,4,verifier,verify_answer,-0.5116,0.8980727195739746,0.09195654839277267,,,,,,,,,,,,,,,,,0.9490363597869873,0.5459782741963863
14,5,verifier,request_rewrite,-0.5116,0.9981584548950195,0.07321087270975113,,,,,,,,,,,,,,,,,0.9990792274475098,0.5366054363548756
14,6,rewriter,keyword_rewrite,-0.5393,0.23007719218730927,-0.08877788484096527,0.5872697234153748,,,,,,0.6150385960936546,0.45561105757951736,0.7936348617076874,,,,,,,,,
14,7,retriever,hybrid_rerank,-0.6261,-0.47947007417678833,-0.2728431522846222,0.13415811955928802,0.39477452635765076,0.26026496291160583,14,0.567079059779644,0.6973872631788254,,,,,,,,,,,,
14,8,grader,medium_filter,-0.7198,0.2313542515039444,0.3813827633857727,-0.021935053169727325,,,,,,,,,0.6156771257519722,0.6906913816928864,0.48903247341513634,,,,,,
14,9,generator,generate_answer,-0.8262,-0.09222730994224548,-0.19681882858276367,-0.6786825656890869,-0.07638698071241379,,,,,,,,,,,0.45388634502887726,0.40159058570861816,271,0.4618065096437931,,
14,10,verifier,verify_answer,-0.9727,1.0,-0.059898506850004196,,,,,,,,,,,,,,,,,1.0,0.4700507465749979
14,11,verifier,request_rewrite,-0.9727,1.0,-0.2524496018886566,,,,,,,,,,,,,,,,,1.0,0.3737751990556717
14,12,rewriter,multi_query_rewrite,-1.6996,0.4030236303806305,0.11594570428133011,0.29767903685569763,,,,,,0.7015118151903152,0.557972852140665,0.6488395184278488,,,,,,,,,
15,1,retriever,hybrid_rerank,-0.149,-0.17377369105815887,-0.4319775104522705,0.11560496687889099,-0.17598526179790497,0.41311315447092056,12,0.5578024834394455,0.4120073691010475,,,,,,,,,,,,
15,2,grader,medium_filter,-0.4638,-0.003373038722202182,0.724977970123291,0.07154828310012817,,,,,,,,,0.4983134806388989,0.8624889850616455,0.5357741415500641,,,,,,
15,3,generator,generate_answer,-0.548,0.0992811918258667,-0.33355093002319336,-0.0377129465341568,-0.16795676946640015,,,,,,,,,,,0.5496405959129333,0.3332245349884033,559,0.4160216152667999,,
15,4,verifier,verify_answer,0.3688,0.62428218126297,-0.2926863133907318,,,,,,,,,,,,,,,,,0.812141090631485,0.3536568433046341
16,1,retriever,hybrid_rerank,-0.1469,-0.34775233268737793,-0.4953700602054596,0.062253206968307495,-0.30080118775367737,0.32612383365631104,11,0.5311266034841537,0.3495994061231613,,,,,,,,,,,,
16,2,grader,medium_filter,-0.2679,0.3624582290649414,0.8277788162231445,0.2841465473175049,,,,,,,,,0.6812291145324707,0.9138894081115723,0.6420732736587524,,,,,,
16,3,generator,generate_answer,-0.3831,0.031560759991407394,-0.2245057076215744,0.20303599536418915,-0.08268847316503525,,,,,,,,,,,0.5157803799957037,0.3877471461892128,666,0.4586557634174824,,
16,4,verifier,verify_answer,0.4888,0.6753082871437073,0.10661741346120834,,,,,,,,,,,,,,,,,0.8376541435718536,0.5533087067306042
17,1,retriever,hybrid_rerank,-0.1918,-0.07423000037670135,-0.9236259460449219,0.04056725278496742,-0.05833565816283226,0.4628849998116493,5,0.5202836263924837,0.47083217091858387,,,,,,,,,,,,
17,2,grader,loose_filter,-0.247,0.5553901195526123,0.35405391454696655,-0.25237128138542175,,,,,,,,,0.7776950597763062,0.6770269572734833,0.3738143593072891,,,,,,
17,3,generator,generate_answer,-0.2586,0.2114936262369156,-0.5804914236068726,-0.02866191789507866,-0.04294351115822792,,,,,,,,,,,0.6057468131184578,0.20975428819656372,563,0.47852824442088604,,
17,4,verifier,verify_answer,-0.3376,0.7655776143074036,0.27923235297203064,,,,,,,,,,,,,,,,,0.8827888071537018,0.6396161764860153
17,5,verifier,request_regeneration,-0.3376,0.9009499549865723,0.3612239360809326,,,,,,,,,,,,,,,,,0.9504749774932861,0.6806119680404663
17,6,generator,generate_answer,-0.4031,0.09413833916187286,-0.6447089314460754,0.12371727079153061,0.11561554670333862,,,,,,,,,,,0.5470691695809364,0.17764553427696228,631,0.5578077733516693,,
17,7,verifier,verify_answer,-0.4575,0.6962085366249084,0.3632137179374695,,,,,,,,,,,,,,,,,0.8481042683124542,0.6816068589687347
17,8,verifier,request_regeneration,-0.4575,0.5894355177879333,0.5331404209136963,,,,,,,,,,,,,,,,,0.7947177588939667,0.7665702104568481
17,9,generator,generate_answer,-0.516,-0.022994056344032288,-0.4587417542934418,-0.027966801077127457,0.017974551767110825,,,,,,,,,,,0.48850297182798386,0.2706291228532791,563,0.5089872758835554,,
17,10,verifier,verify_answer,-0.4968,0.2979542911052704,0.4359757900238037,,,,,,,,,,,,,,,,,0.6489771455526352,0.7179878950119019
18,1,retriever,hybrid_rerank,-0.1297,-0.07947509735822678,-0.4866783320903778,0.4236835539340973,-0.09443888813257217,0.4602624513208866,11,0.7118417769670486,0.4527805559337139,,,,,,,,,,,,
18,2,grader,medium_filter,-0.2853,0.32353731989860535,0.5238979458808899,0.30109110474586487,,,,,,,,,0.6617686599493027,0.761948972940445,0.6505455523729324,,,,,,
18,3,generator,generate_short_answer,-0.3394,0.24862535297870636,-0.6356147527694702,-0.0716836228966713,-0.37079644203186035,,,,,,,,,,,0.6243126764893532,0.1821926236152649,543,0.3146017789840698,,
18,4,verifier,verify_answer,0.5235,0.6448550224304199,-0.39595508575439453,,,,,,,,,,,,,,,,,0.82242751121521,0.30202245712280273
19,1,retriever,hybrid_rerank,-0.1347,-0.08908174932003021,-0.7488722205162048,0.29469171166419983,0.2470872402191162,0.4554591253399849,8,0.6473458558320999,0.6235436201095581,,,,,,,,,,,,
19,2,grader,medium_filter,-0.2374,0.6623119115829468,0.4387737214565277,0.0764298066496849,,,,,,,,,0.8311559557914734,0.7193868607282639,0.5382149033248425,,,,,,
19,3,generator,generate_short_answer,-0.3124,0.054392848163843155,-0.4424230456352234,-0.14554353058338165,-0.36102840304374695,,,,,,,,,,,0.5271964240819216,0.2787884771823883,510,0.3194857984781265,,
19,4,verifier,verify_answer,0.5399,0.4841650724411011,-0.039479706436395645,,,,,,,,,,,,,,,,,0.7420825362205505,0.4802601467818022
20,1,retriever,hybrid_rerank,-0.1357,-0.5443097949028015,-1.0,0.032080136239528656,0.022558381780982018,0.22784510254859924,5,0.5160400681197643,0.511279190890491,,,,,,,,,,,,
