episode,step,agent,discrete_action,reward,raw_0,raw_1,raw_2,raw_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,source_focus_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold,confidence_threshold
1,11,retriever,retrieve_more,-0.02,0.5756279230117798,1.0,0.49591121077537537,0.03597457706928253,0.7878139615058899,30,0.7479556053876877,0.5179872885346413,,,,,,,,,,,,
1,12,grader,medium_filter,-0.62,-0.030671177431941032,-0.09969870001077652,0.2543903887271881,,,,,,,,,0.4846644112840295,0.45015064999461174,0.627195194363594,,,,,,
2,1,retriever,hybrid_rerank,-0.02,0.4434802830219269,0.8674982786178589,0.5550068616867065,0.28579622507095337,0.7217401415109634,28,0.7775034308433533,0.6428981125354767,,,,,,,,,,,,
2,2,grader,strict_filter,-0.07,0.4403255879878998,-0.7262040972709656,0.5246427059173584,,,,,,,,,0.7201627939939499,0.1368979513645172,0.7623213529586792,,,,,,
2,3,generator,generate_answer,-0.07,0.1261170506477356,-0.4459756910800934,0.4095030128955841,0.20245979726314545,,,,,,,,,,,0.5630585253238678,0.2770121544599533,759,0.6012298986315727,,
2,4,verifier,verify_answer,-0.07,0.14718253910541534,-0.6045329570770264,,,,,,,,,,,,,,,,,0.5735912695527077,0.19773352146148682
2,5,verifier,request_rewrite,-0.07,0.22426000237464905,-0.5073009729385376,,,,,,,,,,,,,,,,,0.6121300011873245,0.2463495135307312
2,6,rewriter,simple_rewrite,-0.07,-0.2705087959766388,-0.7707691788673401,-0.05380148068070412,,,,,,0.3647456020116806,0.11461541056632996,0.47309925965964794,,,,,,,,,
2,7,retriever,hybrid_rerank,-0.02,0.6312035322189331,0.9497869610786438,0.6367151141166687,0.1660488396883011,0.8156017661094666,29,0.8183575570583344,0.5830244198441505,,,,,,,,,,,,
2,8,grader,medium_filter,-0.07,0.4177228808403015,-0.42049044370651245,0.3906734585762024,,,,,,,,,0.7088614404201508,0.2897547781467438,0.6953367292881012,,,,,,
2,9,generator,generate_answer,-0.07,-0.1652732640504837,-0.49183663725852966,0.636805534362793,0.044298913329839706,,,,,,,,,,,0.41736336797475815,0.25408168137073517,861,0.5221494566649199,,
2,10,verifier,verify_answer,0.7949,0.4667966663837433,-0.7945137023925781,,,,,,,,,,,,,,,,,0.7333983331918716,0.10274314880371094
3,1,retriever,hybrid_rerank,-0.02,-0.21680891513824463,0.37525734305381775,0.2744036018848419,0.7302878499031067,0.3915955424308777,22,0.637201800942421,0.8651439249515533,,,,,,,,,,,,
3,2,grader,medium_filter,-0.07,0.2211114764213562,-0.4055629372596741,0.2169519066810608,,,,,,,,,0.6105557382106781,0.29721853137016296,0.6084759533405304,,,,,,
3,3,generator,generate_answer,-0.07,0.2667520046234131,-0.40125200152397156,0.4857413172721863,-0.0283180121332407,,,,,,,,,,,0.6333760023117065,0.2993739992380142,793,0.48584099393337965,,
3,4,verifier,verify_answer,0.6282,-0.1874777227640152,-0.5678725242614746,,,,,,,,,,,,,,,,,0.4062611386179924,0.2160637378692627
4,1,retriever,hybrid_rerank,-0.02,-0.26981621980667114,0.46943503618240356,-0.055850788950920105,0.3042198121547699,0.36509189009666443,23,0.47207460552453995,0.652109906077385,,,,,,,,,,,,
4,2,grader,medium_filter,-0.07,0.455351322889328,-0.48073503375053406,0.29112371802330017,,,,,,,,,0.727675661444664,0.25963248312473297,0.6455618590116501,,,,,,
4,3,generator,generate_answer,-0.07,-0.17310230433940887,-0.24700039625167847,0.44872456789016724,0.48545336723327637,,,,,,,,,,,0.41344884783029556,0.37649980187416077,777,0.7427266836166382,,
4,4,verifier,verify_answer,-0.07,-0.3150629699230194,-0.7182360291481018,,,,,,,,,,,,,,,,,0.3424685150384903,0.1408819854259491
4,5,verifier,request_more_retrieval,-0.07,-0.5988055467605591,-0.7572131156921387,,,,,,,,,,,,,,,,,0.20059722661972046,0.12139344215393066
4,6,retriever,retrieve_more,-0.02,0.16924451291561127,0.3414490520954132,0.4818810522556305,-0.0018131447723135352,0.5846222564578056,21,0.7409405261278152,0.49909342761384323,,,,,,,,,,,,
4,7,grader,medium_filter,-0.07,0.6084563136100769,-0.09861955791711807,0.15492509305477142,,,,,,,,,0.8042281568050385,0.45069022104144096,0.5774625465273857,,,,,,
4,8,generator,generate_answer,-0.07,-0.17491331696510315,-0.30450254678726196,0.4683263897895813,0.44847485423088074,,,,,,,,,,,0.4125433415174484,0.347748726606369,785,0.7242374271154404,,
4,9,verifier,verify_answer,-0.07,-0.12618950009346008,-0.8258222937583923,,,,,,,,,,,,,,,,,0.43690524995326996,0.08708885312080383
4,10,verifier,request_more_retrieval,-0.07,0.026551000773906708,-0.6186352968215942,,,,,,,,,,,,,,,,,0.5132755003869534,0.19068235158920288
4,11,retriever,retrieve_more,-0.02,0.36172088980674744,0.296894371509552,0.5392767786979675,-0.3609892427921295,0.6808604449033737,21,0.7696383893489838,0.31950537860393524,,,,,,,,,,,,
4,12,grader,medium_filter,-0.7571,0.42155906558036804,0.19972683489322662,0.06290710717439651,,,,,,,,,0.710779532790184,0.5998634174466133,0.5314535535871983,,,,,,
5,1,retriever,hybrid_rerank,-0.02,-0.11977298557758331,0.5422289967536926,0.06950554996728897,0.4498498737812042,0.44011350721120834,24,0.5347527749836445,0.7249249368906021,,,,,,,,,,,,
5,2,grader,medium_filter,-0.07,0.06085076183080673,-0.18213777244091034,0.28478947281837463,,,,,,,,,0.5304253809154034,0.40893111377954483,0.6423947364091873,,,,,,
5,3,generator,generate_answer,-0.07,0.038856785744428635,-0.6148449182510376,0.49345579743385315,0.4027325212955475,,,,,,,,,,,0.5194283928722143,0.1925775408744812,797,0.7013662606477737,,
5,4,verifier,verify_answer,0.8684,-0.06753475219011307,-0.6473073959350586,,,,,,,,,,,,,,,,,0.46623262390494347,0.1763463020324707
6,1,retriever,hybrid_rerank,-0.02,-0.2681780457496643,0.4614444375038147,0.037588104605674744,0.4174242615699768,0.36591097712516785,23,0.5187940523028374,0.7087121307849884,,,,,,,,,,,,
6,2,grader,medium_filter,-0.07,0.45484495162963867,-0.5179546475410461,0.30746519565582275,,,,,,,,,0.7274224758148193,0.24102267622947693,0.6537325978279114,,,,,,
6,3,generator,generate_answer,-0.07,-0.2297757863998413,-0.6083454489707947,0.8031651973724365,0.3503526747226715,,,,,,,,,,,0.38511210680007935,0.19582727551460266,935,0.6751763373613358,,
6,4,verifier,verify_answer,-0.07,-0.1472059190273285,-0.7265720367431641,,,,,,,,,,,,,,,,,0.42639704048633575,0.13671398162841797
6,5,verifier,request_more_retrieval,-0.07,-0.3455144166946411,-0.9674211144447327,,,,,,,,,,,,,,,,,0.32724279165267944,0.016289442777633667
6,6,retriever,retrieve_more,-0.02,0.26862144470214844,0.3790794909000397,0.40083393454551697,0.3369004726409912,0.6343107223510742,22,0.7004169672727585,0.6684502363204956,,,,,,,,,,,,
6,7,grader,medium_filter,-0.07,0.40745607018470764,-0.13040541112422943,0.12478909641504288,,,,,,,,,0.7037280350923538,0.4347972944378853,0.5623945482075214,,,,,,
6,8,generator,generate_answer,-0.07,0.02634524740278721,-0.5973063707351685,0.640046238899231,0.19653432071208954,,,,,,,,,,,0.5131726237013936,0.20134681463241577,862,0.5982671603560448,,
6,9,verifier,verify_answer,-0.07,-0.07103586196899414,-0.8253660798072815,,,,,,,,,,,,,,,,,0.46448206901550293,0.08731696009635925
6,10,verifier,request_more_retrieval,-0.07,-0.205006942152977,-0.7792296409606934,,,,,,,,,,,,,,,,,0.3974965289235115,0.11038517951965332
6,11,retriever,retrieve_more,-0.02,0.7299866080284119,0.45040029287338257,0.5446485877037048,0.21844469010829926,0.8649933040142059,23,0.7723242938518524,0.6092223450541496,,,,,,,,,,,,
6,12,grader,medium_filter,-0.645,0.11544980108737946,0.10319702327251434,0.018988346680998802,,,,,,,,,0.5577249005436897,0.5515985116362572,0.5094941733404994,,,,,,
7,1,retriever,hybrid_rerank,-0.02,-0.01592927612364292,0.8254322409629822,0.19995366036891937,0.4099043905735016,0.49203536193817854,27,0.5999768301844597,0.7049521952867508,,,,,,,,,,,,
7,2,grader,medium_filter,-0.07,-0.06498289108276367,-0.8818583488464355,0.37900373339653015,,,,,,,,,0.46750855445861816,0.1,0.6895018666982651,,,,,,
7,3,generator,generate_short_answer,-0.07,-0.21036484837532043,-0.4901631772518158,0.24916982650756836,-0.28597745299339294,,,,,,,,,,,0.3948175758123398,0.2549184113740921,687,0.35701127350330353,,
7,4,verifier,verify_answer,0.634,0.11479522287845612,-0.7967612147331238,,,,,,,,,,,,,,,,,0.5573976114392281,0.10161939263343811
8,1,retriever,hybrid_rerank,-0.02,-0.4511936604976654,1.0,0.033261869102716446,0.23435956239700317,0.2744031697511673,30,0.5166309345513582,0.6171797811985016,,,,,,,,,,,,
8,2,grader,medium_filter,-0.07,0.5422160625457764,-0.4248961806297302,0.1419774293899536,,,,,,,,,0.7711080312728882,0.2875519096851349,0.5709887146949768,,,,,,
8,3,generator,generate_answer,-0.07,0.04755731672048569,-0.08296976238489151,0.18461693823337555,0.09205751866102219,,,,,,,,,,,0.5237786583602428,0.45851511880755424,658,0.5460287593305111,,
8,4,verifier,verify_answer,0.9067,-0.36057767271995544,-0.7013013958930969,,,,,,,,,,,,,,,,,0.3197111636400223,0.14934930205345154
9,1,retriever,hybrid_rerank,-0.02,-0.5214052200317383,0.44166550040245056,0.3564293086528778,0.6618258953094482,0.23929738998413086,23,0.6782146543264389,0.8309129476547241,,,,,,,,,,,,
9,2,grader,medium_filter,-0.07,0.15650194883346558,-0.6437551975250244,0.33525606989860535,,,,,,,,,0.5782509744167328,0.1781224012374878,0.6676280349493027,,,,,,
9,3,generator,generate_answer,-0.07,0.0427570641040802,-0.3787560760974884,0.5354751944541931,0.34852081537246704,,,,,,,,,,,0.5213785320520401,0.3106219619512558,815,0.6742604076862335,,
9,4,verifier,verify_answer,0.6288,-0.1762884557247162,-0.767374575138092,,,,,,,,,,,,,,,,,0.4118557721376419,0.11631271243095398
10,1,retriever,hybrid_rerank,-0.02,0.28535541892051697,0.6757684350013733,0.37799879908561707,0.21851302683353424,0.6426777094602585,25,0.6889993995428085,0.6092565134167671,,,,,,,,,,,,
10,2,grader,medium_filter,-0.07,0.043889760971069336,-0.44008442759513855,0.365632563829422,,,,,,,,,0.5219448804855347,0.2799577862024307,0.682816281914711,,,,,,
10,3,generator,generate_answer,-0.07,-0.06724183261394501,-0.2336442619562149,0.04598554968833923,-0.03663136437535286,,,,,,,,,,,0.4663790836930275,0.38317786902189255,596,0.48168431781232357,,
10,4,verifier,verify_answer,-0.07,-0.30153849720954895,-0.6387881636619568,,,,,,,,,,,,,,,,,0.3492307513952255,0.1806059181690216
10,5,verifier,request_more_retrieval,-0.07,-0.4883187413215637,-0.8201368451118469,,,,,,,,,,,,,,,,,0.25584062933921814,0.08993157744407654
10,6,retriever,retrieve_more,-0.02,0.3868476450443268,0.48837658762931824,0.4015761911869049,0.3129468858242035,0.6934238225221634,23,0.7007880955934525,0.6564734429121017,,,,,,,,,,,,
10,7,grader,strict_filter,-0.07,0.22867898643016815,-0.25775399804115295,0.5032088756561279,,,,,,,,,0.6143394932150841,0.3711230009794235,0.751604437828064,,,,,,
10,8,generator,generate_answer,-0.07,-0.37892165780067444,-0.22965025901794434,-0.03076370805501938,-0.1664613038301468,,,,,,,,,,,0.3105391710996628,0.38517487049102783,562,0.4167693480849266,,
10,9,verifier,verify_answer,0.705,-0.2727982997894287,-0.6760647296905518,,,,,,,,,,,,,,,,,0.36360085010528564,0.16196763515472412
11,1,retriever,hybrid_rerank,-0.02,0.22875410318374634,0.7849018573760986,0.44195184111595154,0.470620721578598,0.6143770515918732,27,0.7209759205579758,0.735310360789299,,,,,,,,,,,,
11,2,grader,strict_filter,-0.07,0.24537596106529236,-0.770112931728363,0.5441644191741943,,,,,,,,,0.6226879805326462,0.11494353413581848,0.7720822095870972,,,,,,
11,3,generator,generate_answer,-0.07,0.33054882287979126,-0.3908463716506958,0.2414350062608719,0.1455935537815094,,,,,,,,,,,0.6652744114398956,0.3045768141746521,684,0.5727967768907547,,
11,4,verifier,verify_answer,-0.07,-0.17292772233486176,-0.6927172541618347,,,,,,,,,,,,,,,,,0.4135361388325691,0.15364137291908264
11,5,verifier,request_more_retrieval,-0.07,-0.42400306463241577,-0.7432608604431152,,,,,,,,,,,,,,,,,0.2879984676837921,0.12836956977844238
11,6,retriever,retrieve_more,-0.02,0.4750683903694153,0.7345240116119385,0.675097644329071,0.4729517102241516,0.7375341951847076,26,0.8375488221645355,0.7364758551120758,,,,,,,,,,,,
11,7,grader,strict_filter,-0.07,0.1308766007423401,-0.4312352240085602,0.7012801170349121,,,,,,,,,0.56543830037117,0.2843823879957199,0.850640058517456,,,,,,
11,8,generator,generate_answer,-0.07,0.08395253121852875,-0.339942991733551,0.21966713666915894,0.11444040387868881,,,,,,,,,,,0.5419762656092644,0.3300285041332245,674,0.5572202019393444,,
11,9,verifier,verify_answer,0.409,-0.08113700896501541,-0.7212681770324707,,,,,,,,,,,,,,,,,0.4594314955174923,0.13936591148376465
12,1,retriever,hybrid_rerank,-0.02,0.05841635912656784,0.2816614508628845,0.01996537484228611,0.0778733342885971,0.5292081795632839,21,0.509982687421143,0.5389366671442986,,,,,,,,,,,,
12,2,grader,strict_filter,-0.07,0.6681665778160095,-0.31061452627182007,0.40011677145957947,,,,,,,,,0.8340832889080048,0.34469273686408997,0.7000583857297897,,,,,,
12,3,generator,generate_with_strict_citations,-0.07,0.31031864881515503,0.38783183693885803,0.3477822244167328,0.6548287272453308,,,,,,,,,,,0.6551593244075775,0.693915918469429,731,0.8274143636226654,,
12,4,verifier,verify_answer,0.7847,-0.2020302414894104,-0.7839252352714539,,,,,,,,,,,,,,,,,0.3989848792552948,0.10803738236427307
13,1,retriever,hybrid_rerank,-0.02,0.6740620732307434,0.6974791288375854,0.04779209569096565,0.22517451643943787,0.8370310366153717,26,0.5238960478454828,0.6125872582197189,,,,,,,,,,,,
13,2,grader,strict_filter,-0.07,0.8060329556465149,-0.4867520332336426,0.58831787109375,,,,,,,,,0.9030164778232574,0.2566239833831787,0.794158935546875,,,,,,
13,3,generator,generate_with_strict_citations,-0.07,0.3097192049026489,0.4209207594394684,0.3070167601108551,0.24665917456150055,,,,,,,,,,,0.6548596024513245,0.7104603797197342,713,0.6233295872807503,,
13,4,verifier,verify_answer,0.482,-0.4351682960987091,-0.23187749087810516,,,,,,,,,,,,,,,,,0.28241585195064545,0.3840612545609474
14,1,retriever,hybrid_rerank,-0.02,0.8208885192871094,0.539784848690033,-0.1835709512233734,0.1364547610282898,0.9104442596435547,24,0.4082145243883133,0.5682273805141449,,,,,,,,,,,,
14,2,grader,strict_filter,-0.07,0.9127801656723022,-0.14491413533687592,0.41520845890045166,,,,,,,,,0.9563900828361511,0.42754293233156204,0.7076042294502258,,,,,,
14,3,generator,generate_with_strict_citations,-0.07,0.3603401184082031,0.7604057788848877,-0.24956801533699036,0.4893893301486969,,,,,,,,,,,0.6801700592041016,0.8802028894424438,464,0.7446946650743484,,
14,4,verifier,verify_answer,0.3823,-0.5030533075332642,0.008045176975429058,,,,,,,,,,,,,,,,,0.24847334623336792,0.5040225884877145
15,1,retriever,hybrid_rerank,-0.02,0.8868451714515686,0.024300100281834602,-0.44482922554016113,0.1865120232105255,0.9434225857257843,17,0.27758538722991943,0.5932560116052628,,,,,,,,,,,,
15,2,grader,strict_filter,-0.07,0.9702629446983337,0.3987208604812622,0.5041100382804871,,,,,,,,,0.9851314723491669,0.6993604302406311,0.7520550191402435,,,,,,
15,3,generator,generate_with_strict_citations,-0.07,0.5629935264587402,0.9737119674682617,-0.2795826196670532,0.7510439157485962,,,,,,,,,,,0.7814967632293701,0.9868559837341309,450,0.8755219578742981,,
15,4,verifier,verify_answer,0.7744,-0.7872493267059326,0.667748212814331,,,,,,,,,,,,,,,,,0.10637533664703369,0.8338741064071655
16,1,retriever,hybrid_rerank,-0.02,0.7744619846343994,-0.16070203483104706,-0.4687359929084778,0.14842712879180908,0.8872309923171997,15,0.2656320035457611,0.5742135643959045,,,,,,,,,,,,
16,2,grader,medium_filter,-0.07,1.0,0.49453550577163696,0.33463290333747864,,,,,,,,,1.0,0.7472677528858185,0.6673164516687393,,,,,,
16,3,generator,generate_with_strict_citations,-0.07,0.4076809287071228,0.6366902589797974,-0.5196479558944702,0.3844209611415863,,,,,,,,,,,0.7038404643535614,0.8183451294898987,343,0.6922104805707932,,
16,4,verifier,verify_answer,-0.07,-0.5581920146942139,0.9085804224014282,,,,,,,,,,,,,,,,,0.22090399265289307,0.9542902112007141
16,5,verifier,request_more_retrieval,-0.07,-0.759779691696167,0.721615195274353,,,,,,,,,,,,,,,,,0.1201101541519165,0.8608075976371765
16,6,retriever,retrieve_more,-0.02,0.5869613885879517,0.36138567328453064,-0.6403918266296387,0.46610596776008606,0.7934806942939758,22,0.17980408668518066,0.733052983880043,,,,,,,,,,,,
16,7,grader,medium_filter,-0.07,1.0,0.5925418138504028,0.3362571895122528,,,,,,,,,1.0,0.7962709069252014,0.6681285947561264,,,,,,
16,8,generator,generate_with_strict_citations,-0.07,0.5312617421150208,0.7705169320106506,-0.624678909778595,0.6414462924003601,,,,,,,,,,,0.7656308710575104,0.8852584660053253,296,0.82072314620018,,
16,9,verifier,verify_answer,0.74,-0.6563881039619446,0.6732996702194214,,,,,,,,,,,,,,,,,0.1718059480190277,0.8366498351097107
17,1,retriever,hybrid_rerank,-0.02,0.6630569696426392,0.43476706743240356,-0.9114501476287842,0.5948549509048462,0.8315284848213196,22,0.04427492618560791,0.7974274754524231,,,,,,,,,,,,
17,2,grader,medium_filter,-0.07,1.0,0.40357157588005066,0.31501519680023193,,,,,,,,,1.0,0.7017857879400253,0.657507598400116,,,,,,
17,3,generator,generate_with_strict_citations,-0.07,0.6201962828636169,0.8773181438446045,-0.5908019542694092,0.8970758318901062,,,,,,,,,,,0.8100981414318085,0.9386590719223022,311,0.9485379159450531,,
17,4,verifier,verify_answer,-0.07,-0.49247023463249207,0.7310742139816284,,,,,,,,,,,,,,,,,0.25376488268375397,0.8655371069908142
17,5,verifier,request_more_retrieval,-0.07,-0.6941840648651123,0.7910475134849548,,,,,,,,,,,,,,,,,0.15290796756744385,0.8955237567424774
17,6,retriever,retrieve_more,-0.02,0.5958791375160217,0.6670974493026733,-0.7563617825508118,0.4695124626159668,0.7979395687580109,25,0.12181910872459412,0.7347562313079834,,,,,,,,,,,,
17,7,grader,medium_filter,-0.07,0.8979988694190979,0.5616033673286438,0.09646186232566833,,,,,,,,,0.948999434709549,0.7808016836643219,0.5482309311628342,,,,,,
17,8,generator,generate_with_strict_citations,-0.07,0.6006966829299927,0.7638534307479858,-0.627120316028595,0.720133900642395,,,,,,,,,,,0.8003483414649963,0.8819267153739929,295,0.8600669503211975,,
17,9,verifier,verify_answer,0.6449,-0.6944045424461365,0.5763498544692993,,,,,,,,,,,,,,,,,0.15279772877693176,0.7881749272346497
18,1,retriever,hybrid_rerank,-0.02,0.9707320332527161,0.5907657146453857,-0.7051355838775635,0.5812147259712219,0.985366016626358,24,0.14743220806121826,0.790607362985611,,,,,,,,,,,,
18,2,grader,strict_filter,-0.07,1.0,0.3768921494483948,0.4956464469432831,,,,,,,,,1.0,0.6884460747241974,0.7478232234716415,,,,,,
18,3,generator,generate_with_strict_citations,-0.07,0.5635945200920105,1.0,-0.31419020891189575,0.4907686412334442,,,,,,,,,,,0.7817972600460052,1.0,435,0.7453843206167221,,
18,4,verifier,verify_answer,0.7383,-0.7224414944648743,0.8373662829399109,,,,,,,,,,,,,,,,,0.13877925276756287,0.9186831414699554
19,1,retriever,hybrid_rerank,-0.02,0.8081659078598022,-0.20524220168590546,-0.3322868049144745,0.1702297031879425,0.9040829539299011,14,0.33385659754276276,0.5851148515939713,,,,,,,,,,,,
19,2,grader,medium_filter,-0.07,1.0,0.6355820894241333,0.3934217393398285,,,,,,,,,1.0,0.8177910447120667,0.6967108696699142,,,,,,
19,3,generator,generate_with_strict_citations,-0.07,0.8662936687469482,0.717060923576355,-0.3964419364929199,0.7647020220756531,,,,,,,,,,,0.9331468343734741,0.8585304617881775,398,0.8823510110378265,,
19,4,verifier,verify_answer,0.1807,-0.6931166648864746,0.6079943180084229,,,,,,,,,,,,,,,,,0.1534416675567627,0.8039971590042114
20,1,retriever,hybrid_rerank,-0.02,0.8016589283943176,-0.14734800159931183,-0.4714127779006958,0.08803338557481766,0.9008294641971588,15,0.2642936110496521,0.5440166927874088,,,,,,,,,,,,
20,2,grader,medium_filter,-0.07,1.0,0.6126272678375244,0.3675590753555298,,,,,,,,,1.0,0.8063136339187622,0.6837795376777649,,,,,,
20,3,generator,generate_with_strict_citations,-0.07,0.4744696319103241,0.8932096362113953,-0.4219716787338257,0.8108955025672913,,,,,,,,,,,0.737234815955162,0.9466048181056976,386,0.9054477512836456,,
20,4,verifier,verify_answer,0.3397,-0.9186463952064514,0.5479247570037842,,,,,,,,,,,,,,,,,0.04067680239677429,0.7739623785018921
21,1,retriever,hybrid_rerank,-0.02,0.5697497725486755,-0.1796514242887497,-0.5393490195274353,0.5764511227607727,0.7848748862743378,15,0.23032549023628235,0.7882255613803864,,,,,,,,,,,,
21,2,grader,medium_filter,-0.07,0.8872195482254028,0.9023218750953674,0.35878410935401917,,,,,,,,,0.9436097741127014,0.9511609375476837,0.6793920546770096,,,,,,
21,3,generator,generate_with_strict_citations,-0.07,0.6755350232124329,1.0,-0.2575973868370056,0.5715422034263611,,,,,,,,,,,0.8377675116062164,1.0,460,0.7857711017131805,,
21,4,verifier,verify_answer,-0.07,-0.671545147895813,0.36603453755378723,,,,,,,,,,,,,,,,,0.1642274260520935,0.6830172687768936
21,5,verifier,request_more_retrieval,-0.07,-0.796665608882904,0.23877428472042084,,,,,,,,,,,,,,,,,0.10166719555854797,0.6193871423602104
21,6,retriever,retrieve_more,-0.02,1.0,0.12446615099906921,-0.609454870223999,0.6503095626831055,1.0,19,0.1952725648880005,0.8251547813415527,,,,,,,,,,,,
21,7,grader,loose_filter,-0.07,0.7477410435676575,0.677880048751831,-0.2066093534231186,,,,,,,,,0.8738705217838287,0.8389400243759155,0.3966953232884407,,,,,,
21,8,generator,generate_with_strict_citations,-0.07,0.8338876366615295,1.0,-0.6156173944473267,0.5594093203544617,,,,,,,,,,,0.9169438183307648,1.0,300,0.7797046601772308,,
21,9,verifier,verify_answer,0.6709,-0.5514768362045288,0.5279062390327454,,,,,,,,,,,,,,,,,0.2242615818977356,0.7639531195163727
22,1,retriever,hybrid_rerank,-0.02,0.9715067148208618,0.13418222963809967,-0.7407430410385132,0.11035580933094025,0.9857533574104309,19,0.1296284794807434,0.5551779046654701,,,,,,,,,,,,
22,2,grader,strict_filter,-0.07,1.0,0.8610215187072754,0.5881567001342773,,,,,,,,,1.0,0.9305107593536377,0.7940783500671387,,,,,,
22,3,generator,generate_with_strict_citations,-0.07,0.9681578278541565,0.927099347114563,-0.6642009615898132,0.6732019782066345,,,,,,,,,,,0.9840789139270782,0.9635496735572815,278,0.8366009891033173,,
22,4,verifier,verify_answer,0.7633,-0.5785126686096191,0.5372149348258972,,,,,,,,,,,,,,,,,0.21074366569519043,0.7686074674129486
23,1,retriever,hybrid_rerank,-0.02,0.37038615345954895,-0.027185171842575073,-0.5873550176620483,0.23377522826194763,0.6851930767297745,17,0.20632249116897583,0.6168876141309738,,,,,,,,,,,,
23,2,grader,medium_filter,-0.07,0.8846932649612427,0.582360565662384,0.11304550617933273,,,,,,,,,0.9423466324806213,0.791180282831192,0.5565227530896664,,,,,,
23,3,generator,generate_with_strict_citations,-0.07,0.6086313724517822,0.7339813113212585,-0.37884393334388733,0.7575491666793823,,,,,,,,,,,0.8043156862258911,0.8669906556606293,406,0.8787745833396912,,
23,4,verifier,verify_answer,0.6601,-0.7229724526405334,0.08314837515354156,,,,,,,,,,,,,,,,,0.13851377367973328,0.5415741875767708
24,1,retriever,hybrid_rerank,-0.02,0.9596847295761108,0.5975040793418884,-0.5698102712631226,0.5050376057624817,0.9798423647880554,24,0.21509486436843872,0.7525188028812408,,,,,,,,,,,,
24,2,grader,medium_filter,-0.07,1.0,0.3059614896774292,0.304396390914917,,,,,,,,,1.0,0.6529807448387146,0.6521981954574585,,,,,,
24,3,generator,generate_with_strict_citations,-0.07,0.527192234992981,0.9465481042861938,-0.5462960600852966,0.792016327381134,,,,,,,,,,,0.7635961174964905,0.9732740521430969,331,0.896008163690567,,
24,4,verifier,verify_answer,0.2611,-0.4568488597869873,0.7261765599250793,,,,,,,,,,,,,,,,,0.27157557010650635,0.8630882799625397
25,1,retriever,hybrid_rerank,-0.02,0.44664061069488525,0.14141815900802612,-0.4599846601486206,0.37557467818260193,0.7233203053474426,19,0.2700076699256897,0.687787339091301,,,,,,,,,,,,
25,2,grader,medium_filter,-0.07,0.7540850043296814,0.6888905763626099,0.2269141674041748,,,,,,,,,0.8770425021648407,0.8444452881813049,0.6134570837020874,,,,,,
25,3,generator,generate_with_strict_citations,-0.07,0.7380414605140686,0.930337131023407,-0.42734724283218384,0.8943424820899963,,,,,,,,,,,0.8690207302570343,0.9651685655117035,384,0.9471712410449982,,
25,4,verifier,verify_answer,0.7828,-0.644606351852417,0.30210012197494507,,,,,,,,,,,,,,,,,0.1776968240737915,0.6510500609874725
26,1,retriever,hybrid_rerank,-0.02,0.5027847290039062,0.005540089216083288,-0.5422114133834839,-0.02650545910000801,0.7513923645019531,17,0.22889429330825806,0.486747270449996,,,,,,,,,,,,
26,2,grader,strict_filter,-0.07,0.9198485016822815,0.6145598292350769,0.5220946669578552,,,,,,,,,0.9599242508411407,0.8072799146175385,0.7610473334789276,,,,,,
