architecture,question,category,difficulty,answer,ground_truth,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr,latency_sec,faithfulness,context_precision,context_recall
simple_hybrid_rag,"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",figure_table_diagram_grounded,easy,The deeper 56-layer plain network has higher training error and thus higher test error compared to the 20-layer plain network on CIFAR-10.,The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,0.0,0.85,0.85,1.0,1.0,1.0,1.0,11.3667,,,
simple_hybrid_rag,"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?",figure_table_diagram_grounded,medium,"Unsupervised representation learning by masked self-supervised learning results in an improved encoder model for the supervised learning task, as shown in Figure 2, where real-world tabular datasets have interdependent feature columns.","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.",0.0,0.26666666666666666,0.16666666666666669,1.0,0.5,1.0,1.0,10.321,,,
simple_hybrid_rag,How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,multi_chunk_synthesis,hard,"The English paper connects the global status of English with local curriculum and student language practices in Norway by highlighting how English is omnipresent in Norwegian society, particularly among young people, and how this presence influences the development of English proficiency among students, with the English teacher playing a crucial role in complementing students' existing proficiency and levelling out differences in proficiency levels to meet the aims of the LK20 Curriculum in English.","The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.",0.0,0.3454545454545454,0.2545454545454546,1.0,1.0,1.0,1.0,10.2925,,,
simple_hybrid_rag,Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,multi_chunk_synthesis,hard,"The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because the development of Advanced RAG and Modular RAG was a response to the specific shortcomings in Naive RAG, indicating a progression and refinement within the RAG family.","The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.",0.0,0.3055555555555555,0.2222222222222222,1.0,1.0,1.0,1.0,10.4453,,,
simple_hybrid_rag,Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,multi_chunk_synthesis,hard,"TabNet argues that deep learning is worth exploring for tabular data because it enables gradient descent-based end-to-end learning, which can have benefits such as efficiently encoding multiple data types, alleviating the need for feature engineering, and allowing for representation learning, unlike tree-based methods.","TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.",0.0,0.34210526315789475,0.2894736842105263,1.0,1.0,1.0,1.0,10.3775,,,
simple_hybrid_rag,Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,paraphrase_hard_retrieval,hard,"Making a neural network deeper can actually make optimization worse because the added layers may have difficulties in approximating identity mappings by multiple nonlinear layers, leading to higher training error, even when overfitting is not the main issue.","Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.",0.0,0.2926829268292683,0.1951219512195122,1.0,0.5,1.0,1.0,12.2008,,,
simple_hybrid_rag,"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",paraphrase_hard_retrieval,medium,"There is no information in the provided documents about a specific shift in English teaching that moved away from abstract grammar translation toward listening, speaking, and pronunciation.",That shift was the Reform movement and its direct-method orientation.,0.0,0.21621621621621623,0.10810810810810811,1.0,1.0,1.0,1.0,14.4394,,,
simple_hybrid_rag,What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,paraphrase_hard_retrieval,medium,"The BERT pre-training setup that lets a token use both left and right context instead of only earlier tokens is the masked language model, which enables the representation to fuse the left and the right context, allowing for a deep bidirectional Transformer to be pre-trained.",BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,0.0,0.37500000000000006,0.25,1.0,1.0,1.0,1.0,11.136,,,
simple_hybrid_rag,How do the Transformer and BERT papers use attention differently in their main contributions?,cross_paper_comparison,hard,"The Transformer paper proposes a new network architecture based solely on attention mechanisms, dispensing with recurrence and convolutions, while BERT uses a multi-layer bidirectional Transformer encoder with self-attention to unify encoding and bidirectional cross attention between text pairs.","The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.",0.0,0.34782608695652173,0.2898550724637681,1.0,0.6666666666666666,1.0,1.0,12.5844,,,
simple_hybrid_rag,How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,cross_paper_comparison,hard,"TabNet improves optimization or learning efficiency by using sequential attention to choose which features to reason from at each decision step, enabling interpretability and more efficient learning as the learning capacity is used for the most salient features, but the documents do not mention how ResNet tries to improve optimization or learning efficiency in different data settings.","ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.",0.0,0.3516483516483516,0.2637362637362637,1.0,0.5,0.5,1.0,10.334,,,
simple_hybrid_rag,How do the English paper and the RAG survey each connect broad theory to practical application?,cross_paper_comparison,hard,"The RAG survey connects broad theory to practical application by mapping out the RAG process, charting its evolution, and focusing on the integration of RAG within Large Language Models, while the provided documents do not mention an English paper, thus no connection can be made for it.","The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.",0.0,0.3373493975903615,0.16867469879518074,1.0,0.5,0.5,1.0,12.5657,,,
simple_hybrid_rag,In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,distractor_edge_case,hard,The paper where attention refers to sequential feature selection over tabular columns rather than sequence transduction over token positions is TabNet.,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.",0.0,0.3255813953488372,0.2790697674418604,1.0,1.0,1.0,1.0,9.6434,,,
simple_hybrid_rag,"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?",distractor_edge_case,medium,"The paper discusses Naive, Advanced, and Modular RAG, categorizing the RAG research paradigm into these three stages and examining their progression and refinement within the RAG family.","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.",0.0,0.3846153846153846,0.30769230769230765,1.0,1.0,0.3333333333333333,1.0,11.4709,,,
simple_hybrid_rag,Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,distractor_edge_case,easy,"The papers about language beliefs and English teaching in Norway, rather than neural representation learning, are found in the documents discussing student experiences of English teaching, the role of English teachers, and the impact of Covid-19 on English instruction in Norway.","That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.",0.0,0.39999999999999997,0.3333333333333333,1.0,1.0,0.2,1.0,11.0678,,,
simple_hybrid_rag,Why is Norway’s status as an Expanding Circle country described as increasingly fuzzy?,direct_fact_lookup,easy,"Norway's status as an Expanding Circle country is described as increasingly fuzzy because English is no longer used only as a foreign language there, but has expanded into areas such as higher education, business, and lingua-franca communication, with English being used in various domains and for speakers of all ages, especially for young adults, adolescents, and children.","It is described as fuzzy because English has expanded strongly in Norway beyond a typical foreign-language role, including broad use in education, business, and international communication.",0.0,0.3373493975903615,0.2891566265060241,1.0,0.5,1.0,0.5,2.8726,,,
simple_hybrid_rag,Which two pre-training tasks are used in BERT?,direct_fact_lookup,easy,BERT is pre-trained using two unsupervised tasks: **Masked LM** and **next sentence prediction (NSP)**.,BERT uses masked language modeling and next sentence prediction.,0.0,0.5217391304347826,0.5217391304347826,1.0,1.0,1.0,1.0,2.6839,,,
simple_hybrid_rag,"How deep is the deepest residual network reported in the ResNet paper, and how does it compare to VGG in depth?",direct_fact_lookup,easy,"The deepest residual network reported in the ResNet paper is 152 layers, which is 8 times deeper than VGG nets.","The deepest residual network reported is 152 layers, which is about 8 times deeper than VGG nets mentioned in the paper.",0.0,0.9268292682926829,0.7804878048780488,1.0,1.0,1.0,1.0,10.039,,,
simple_hybrid_rag,What is Naive RAG according to the survey?,definition_explanation,medium,"Naive RAG represents the earliest methodology of the RAG research paradigm, which gained prominence shortly after its emergence. It mainly consists of three parts: indexing, retrieval, and generation.","Naive RAG is the basic retrieve-read framework with three stages: indexing documents into chunks and vectors, retrieving the top relevant chunks for a query, and generating an answer from the query plus the retrieved context.",0.0,0.22222222222222224,0.19047619047619047,1.0,1.0,1.0,1.0,18.9617,,,
simple_hybrid_rag,What is self-attention in the Transformer paper?,definition_explanation,medium,Self-attention is an attention mechanism relating different positions of a single sequence in order to compute a representation of the sequence.,Self-attention is an attention mechanism that relates different positions within the same sequence so the model can build representations using dependencies across positions.,0.0,0.4090909090909091,0.4090909090909091,1.0,0.5,1.0,1.0,22.8005,,,
simple_hybrid_rag,Why does TabNet argue that tabular data is difficult for standard deep neural networks?,definition_explanation,medium,"TabNet argues that tabular data is difficult for standard deep neural networks because previously-proposed DNN architectures are not well-suited for tabular data: they are vastly overparametrized, and the lack of appropriate inductive bias often causes them to fail to find optimal solutions for tabular decision manifolds.","TabNet argues that standard deep networks are often poorly suited to tabular data because they lack the right inductive bias, can be overparameterized for tabular decision boundaries, and are often outperformed by tree-based methods that are efficient, interpretable, and fast.",0.0,0.5116279069767442,0.37209302325581395,1.0,1.0,1.0,1.0,22.8189,,,
simple_hybrid_rag,How does the grammar translation method differ from the Reform movement in language teaching priorities?,intra_paper_comparison,medium,"The Reform movement in language teaching prioritizes communicative language teaching, focusing on developing students' ability to communicate effectively in real-life situations. In contrast, the grammar translation method prioritizes the explicit teaching of grammar rules and translation skills, often at the expense of communicative language use.","Grammar translation emphasized abstract grammar rules, vocabulary, and translation. The Reform movement shifted the focus toward listening, speaking, pronunciation, phonetics, and discovering grammar through more coherent language use.",0.0,0.3287671232876712,0.24657534246575344,1.0,0.25,1.0,0.5,25.85,,,
simple_hybrid_rag,How does BERT compare feature-based transfer approaches with fine-tuning approaches?,intra_paper_comparison,medium,"BERT is effective for both fine-tuning and feature-based approaches. The feature-based approach extracts fixed features from the pre-trained model, which can be computationally beneficial and suitable for tasks that cannot be easily represented by a Transformer encoder architecture. In the CoNLL-2003 Named Entity Recognition task, the feature-based approach using BERTBASE achieved competitive results, with the best performing method concatenating the token representations from the top four hidden layers of the pre-trained Transformer, which is only 0.3 F1 behind fine-tuning the entire model.","Feature-based approaches use pretrained representations as features inside task-specific architectures, while fine-tuning approaches add minimal new parameters and adapt all pretrained parameters directly on the downstream task. BERT is presented as a fine-tuning based model.",0.0,0.2564102564102564,0.15384615384615385,1.0,1.0,1.0,1.0,24.2378,,,
simple_hybrid_rag,How do plain networks differ from residual networks in the ResNet paper’s framing of the optimization problem?,intra_paper_comparison,medium,"Plain networks suffer from increased depth, exhibiting higher training error when going deeper, whereas residual networks manage to overcome the optimization difficulty and demonstrate accuracy gains when the depth increases.","Plain networks simply stack layers and become harder to optimize as depth increases, while residual networks reformulate learning as fitting a residual function with shortcut connections, making deeper models easier to optimize.",0.0,0.29032258064516125,0.19354838709677422,1.0,1.0,1.0,1.0,24.7274,,,
simple_hybrid_rag,"According to Figure 1 in the Transformer paper, what are the major components of the encoder and decoder?",figure_table_diagram_grounded,medium,"The Transformer model architecture, as shown in Figure 1, consists of stacked self-attention and point-wise, fully connected layers for both the encoder and decoder. The encoder and decoder are composed of a stack of N = 6 identical layers, each with two sub-layers: a multi-head self-attention mechanism and a simple, position-wise fully connected feed-forward network.","The encoder uses input embeddings plus positional encoding, multi-head self-attention, add-and-norm, and feed-forward layers. The decoder uses output embeddings shifted right plus positional encoding, masked multi-head self-attention, attention over encoder outputs, add-and-norm, feed-forward layers, and finally a linear layer with softmax.",0.0,0.3157894736842105,0.21052631578947367,1.0,0.5,1.0,1.0,20.859,,,
simple_hybrid_rag,"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",figure_table_diagram_grounded,easy,"The deeper 56-layer plain network has higher training error, and thus test error, compared to the 20-layer plain network on CIFAR-10.",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,0.0,0.8205128205128205,0.8205128205128205,1.0,1.0,1.0,1.0,22.7212,,,
simple_hybrid_rag,"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?",figure_table_diagram_grounded,medium,"Unsupervised pre-training improves supervised learning, especially in small data regimes, by resulting in an improved encoder model for the supervised learning task.","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.",0.0,0.27450980392156865,0.19607843137254902,1.0,0.5,1.0,1.0,20.7252,,,
simple_hybrid_rag,How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,multi_chunk_synthesis,hard,"In Norway, English is omnipresent in various domains, including higher education, digital media, and everyday life, making it a prerequisite for young people's online engagement and interactions (Rindal, 2025). The LK20 Curriculum in English aims to develop a wide range of language and communicative skills for varying contexts and audiences, emphasizing metalinguistic and genre awareness, intercultural competence, and all-round education (Ministry of Education and Research, 2019). This curriculum is designed to complement students' existing proficiency, levelling out differences in students' proficiency levels and adding competencies crucial to reach the aims of the curriculum (Puimège & Peters, 2019; Sletten et al., 2015; Sundqvist, 2019).","The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.",0.0,0.17266187050359713,0.11510791366906475,1.0,1.0,1.0,1.0,21.9814,,,
simple_hybrid_rag,Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,multi_chunk_synthesis,hard,"The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because the development of these paradigms is a response to the specific shortcomings in Naive RAG, as stated in the overview of RAG.","The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.",0.0,0.3283582089552239,0.23880597014925373,1.0,1.0,1.0,1.0,20.817,,,
simple_hybrid_rag,Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,multi_chunk_synthesis,hard,"TabNet argues that deep learning is still worth exploring for tabular data even though tree-based methods dominate because previously-proposed DNN architectures are not well-suited for tabular data, being vastly overparametrized and lacking appropriate inductive bias, which often causes them to fail to find optimal solutions for tabular decision manifolds.","TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.",0.0,0.17073170731707318,0.12195121951219513,1.0,1.0,1.0,1.0,18.8351,,,
simple_hybrid_rag,Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,paraphrase_hard_retrieval,hard,"The degradation problem, where making a neural network deeper actually makes optimization worse, is not caused by overfitting. This is evident from experiments showing that adding more layers to a suitably deep model leads to higher training error, as reported in [11, 42] and thoroughly verified by our experiments. The existence of a constructed solution by adding identity mapping layers to a shallower model indicates that a deeper model should produce no higher training error than its shallower counterpart, but experiments show that current solvers are unable to find such solutions.","Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.",0.0,0.2814814814814815,0.17777777777777778,1.0,0.5,1.0,1.0,25.9635,,,
simple_hybrid_rag,"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",paraphrase_hard_retrieval,medium,"The shift in English teaching that moved away from abstract grammar translation toward listening, speaking, and pronunciation is described in the context of Norway, where the focus has been on the role of the English teacher in a society with a considerable presence of English, highlighting the importance of personal and academic communication between students and teachers when they are physically present together in the classroom.",That shift was the Reform movement and its direct-method orientation.,0.0,0.10526315789473685,0.07894736842105263,1.0,1.0,1.0,1.0,29.8904,,,
simple_hybrid_rag,What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,paraphrase_hard_retrieval,medium,"Unlike standard conditional language models, BERT pre-training uses a bidirectional Transformer, which allows a token to use both left and right context instead of only earlier tokens. This is in contrast to OpenAI GPT, which uses a left-to-right Transformer.",BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,0.0,0.2758620689655173,0.2413793103448276,1.0,1.0,1.0,1.0,22.2384,,,
simple_hybrid_rag,How do the Transformer and BERT papers use attention differently in their main contributions?,cross_paper_comparison,hard,"BERT uses bidirectional self-attention, while the Transformer uses attention mechanisms, but the specific difference in how they use attention in their main contributions is not explicitly stated in the provided documents. However, combining information from DOCUMENT [1] and DOCUMENT [3], we can infer that BERT's use of bidirectional self-attention allows it to model many downstream tasks by swapping out the appropriate inputs and outputs, whereas the Transformer's attention mechanisms are used to unify encoding and cross-attention stages.","The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.",0.0,0.18518518518518517,0.12962962962962962,1.0,0.6666666666666666,1.0,1.0,26.8481,,,
simple_hybrid_rag,How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,cross_paper_comparison,hard,"TabNet improves optimization and learning efficiency by using sequential attention to choose which features to reason from at each decision step, enabling instance-wise feature selection and more efficient learning as the learning capacity is used for the most salient features. This is in contrast to ResNet, which is not mentioned in the provided documents as a method for improving optimization or learning efficiency.","ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.",0.0,0.3505154639175258,0.2474226804123711,1.0,0.5,0.5,1.0,19.7182,,,
simple_hybrid_rag,How do the English paper and the RAG survey each connect broad theory to practical application?,cross_paper_comparison,hard,"The RAG survey connects broad theory to practical application by showcasing the evolution of RAG technologies and their application on various tasks, highlighting their significant practical implications for AI deployment. This is demonstrated through the survey's categorization of RAG into three developmental paradigms: Naive, Advanced, and Modular RAG, each representing a progressive enhancement over its predecessors. The survey also emphasizes RAG's technical integration with other AI methodologies, such as fine-tuning and reinforcement learning, further expanding its capabilities.","The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.",0.0,0.23008849557522124,0.1592920353982301,1.0,0.5,0.5,1.0,25.9179,,,
simple_hybrid_rag,In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,distractor_edge_case,hard,"TabNet.pdf discusses attention referring to sequential feature selection over tabular columns rather than sequence transduction over token positions. This is evident in the description of TabNet's architecture, which uses sequential attention to choose which features to reason from at each decision step, enabling interpretability and more efficient learning as the learning capacity is used for the most salient features.","That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.",0.0,0.271604938271605,0.1728395061728395,1.0,1.0,1.0,1.0,20.0073,,,
simple_hybrid_rag,"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?",distractor_edge_case,medium,"This paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture, offering a detailed examination of the progression of RAG paradigms, encompassing the Naive RAG, the Advanced RAG, and the Modular RAG.","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.",0.0,0.5573770491803278,0.39344262295081966,1.0,1.0,0.3333333333333333,1.0,21.8503,,,
simple_hybrid_rag,Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,distractor_edge_case,easy,"This study focuses on student experiences of English teaching in Norway, exploring how students view their teacher as an English language role model and their comprehension of academic classroom talk, considering their access to numerous English language users from media.","That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.",0.0,0.37288135593220345,0.23728813559322032,1.0,1.0,0.2,1.0,23.7199,,,
simple_hybrid_rag,"in that paper about translation, what is the exact dimensionality of the key and value vectors when the model uses 8 parallel heads?",adversarial_hard_retrieval,hard,"When the model uses 8 parallel heads, the dimensionality of the key and value vectors is $d_k = d_v = d_{\text{model}}/h = 64$.",The dimensionality of the key (d_k) and value (d_v) vectors is 64 when the model uses 8 parallel heads.,0.0,0.9743589743589743,0.5128205128205129,1.0,0.5,1.0,1.0,20.8519,,,
simple_hybrid_rag,why is standard deep neural nets bad for spreadsheet data?,adversarial_hard_retrieval,hard,"Standard deep neural nets are bad for spreadsheet data because they are vastly overparametrized, lacking the appropriate inductive bias, which often causes them to fail to find optimal solutions for tabular decision manifolds.","Spreadsheet data refers to tabular data. The TabNet paper argues standard deep networks lack appropriate inductive bias for tabular decision boundaries, are often overparameterized, and fail to match the performance of tree-based methods.",0.0,0.48484848484848486,0.2727272727272727,1.0,0.5,1.0,1.0,28.1555,,,
simple_hybrid_rag,what does the norwegian paper say about kachrus circle?,adversarial_hard_retrieval,hard,"The Norwegian paper does not mention the Kachrus Circle directly. However, it does discuss the 7Cs framework, which is related to the Kachrus Circle, in the context of the Tripod survey. The 7Cs framework is mentioned in the APPENDIX section of the paper, where it is listed as one of the items from the Tripod survey, sorted in order of 7Cs and conceptual categories.",The paper discusses how Norways position as an Expanding Circle country (in Kachrus model) is becoming increasingly fuzzy due to the widespread use and high proficiency of English in Norway beyond just a foreign language.,0.0,0.2424242424242424,0.16161616161616163,1.0,1.0,1.0,1.0,19.8234,,,
simple_hybrid_rag,how many parameters does the large bi-directional model have compared to the base one?,adversarial_hard_retrieval,medium,"BERTLARGE contains 340M parameters, while BERTBASE contains 110M parameters.","BERT-Large has 340 million parameters, while BERT-Base has 110 million parameters.",0.0,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,24.6907,,,
simple_hybrid_rag,Does 'attention' refer to sequential feature selection or sequence transduction in these papers?,high_noise_conflicting,hard,"In these papers, 'attention' primarily refers to sequence transduction, particularly self-attention, which is an attention mechanism relating different positions of a single sequence to compute a representation of the sequence. This is evident in the description of self-attention in Document [6], where it is stated that self-attention has been used successfully in tasks such as reading comprehension, abstractive summarization, and learning task-independent sentence representations.","It refers to both depending on the paper. In TabNet, attention is used for sequential feature selection from tabular data. In Attention Is All You Need, self-attention is used for sequence transduction across token positions.",0.0,0.32323232323232326,0.16161616161616163,1.0,1.0,1.0,1.0,22.1835,,,
simple_hybrid_rag,Compare how the papers define 'residual' or 'shortcut' connections.,high_noise_conflicting,hard,"The papers define 'residual' or 'shortcut' connections as a way to add the output of a layer to the input of the same layer, effectively learning the residual function between the two. This is achieved through a shortcut connection that performs identity mapping, as shown in Eqn.(1), or through a projection shortcut that matches the dimensions of the input and output, as shown in Eqn.(2).",The ResNet paper defines residual/shortcut connections as skipping layers to solve the degradation problem in very deep networks. The Transformer paper also uses residual connections around each of its sub-layers (attention and feed-forward networks).,0.0,0.20202020202020204,0.18181818181818182,1.0,1.0,0.5,1.0,19.7926,,,
