question,ground_truth,answer,architecture,source_file,predicted_sources,category,difficulty,latency_sec,status,error,exact_match,token_f1,rouge_l_f1,source_hit,source_precision,source_recall,source_mrr
"According to Figure 1 in the ResNet paper, what happens to training and test error when moving from a 20-layer plain network to a 56-layer plain network on CIFAR-10?",The deeper 56-layer plain network has higher training error and higher test error than the 20-layer plain network.,"The deeper 56-layer plain network has higher training error, and thus test error, on CIFAR-10 compared to the 20-layer plain network.",supervisor_arch,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",figure_table_diagram_grounded,easy,112.69384649999847,ok,,0.0,0.8205128205128205,0.8205128205128205,1.0,1.0,1.0,1.0
"According to Figure 2 in the TabNet paper, how does unsupervised pre-training connect to supervised fine-tuning?","The figure shows an encoder-decoder setup used during unsupervised pre-training to reconstruct masked or missing features, and then the pretrained encoder is reused for supervised fine-tuning and decision making.","Unsupervised pre-training significantly improves performance on the supervised classification task, especially in the regime where the unlabeled dataset is much larger than the labeled dataset.",supervisor_arch,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf""]",figure_table_diagram_grounded,medium,95.06522060000134,ok,,0.0,0.22222222222222224,0.14814814814814817,1.0,1.0,1.0,1.0
How does the English paper connect the global status of English with local curriculum and student language practices in Norway?,"The paper links the global spread of English to local Norwegian ELT by arguing that changing worldwide uses of English influence curriculum priorities, beliefs about language, and how Norwegian learners position themselves and use English in practice.","The English paper connects the global status of English with local curriculum and student language practices in Norway by highlighting how English is omnipresent in Norwegian society, particularly among young people, and how this influences students' experiences of English teaching in schools. English is used in various domains, including digital media, and is a prerequisite in everyday life for the younger generations, which poses a challenge for English teachers to develop students' communicative and intercultural competence while competing with an abundance of English language content outside of school.",supervisor_arch,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",multi_chunk_synthesis,hard,113.6921345999981,ok,,0.0,0.304,0.22400000000000003,1.0,1.0,1.0,1.0
Why does the RAG survey argue that Advanced RAG and Modular RAG emerged after Naive RAG?,"The survey says they emerged because Naive RAG has weaknesses in retrieval precision and recall, generation quality, and augmentation coherence, so later paradigms introduced targeted improvements to fix those shortcomings.","The RAG survey argues that Advanced RAG and Modular RAG emerged after Naive RAG because the development of Advanced RAG and Modular RAG is a response to the specific shortcomings in Naive RAG, as stated in the RAG research paradigm's three stages: Naive RAG, Advanced RAG, and Modular RAG.",supervisor_arch,"[""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",multi_chunk_synthesis,hard,111.25177690000055,ok,,0.0,0.30379746835443044,0.20253164556962022,1.0,1.0,1.0,1.0
Why does TabNet argue that deep learning is still worth exploring for tabular data even though tree-based methods dominate?,"TabNet argues this because end-to-end gradient-based learning can reduce feature engineering, support multimodal and streaming settings, enable representation learning and semi-supervised learning, and still compete with or outperform tabular baselines when designed appropriately.","TabNet argues that deep learning is still worth exploring for tabular data even though tree-based methods dominate because previously-proposed DNN architectures are not well-suited for tabular data, being vastly overparametrized and lacking appropriate inductive bias, which causes them to fail to find optimal solutions for tabular decision manifolds.",supervisor_arch,"[""TabNet.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",multi_chunk_synthesis,hard,110.86438540000017,ok,,0.0,0.1728395061728395,0.1234567901234568,1.0,1.0,1.0,1.0
Why can making a neural network deeper actually make optimization worse even when overfitting is not the main issue?,"Because deeper plain networks can suffer from the degradation problem: optimization becomes harder, training error can increase with depth, and the solver may fail to find good solutions even though deeper models should in principle be able to represent at least the shallower solution.","The degradation problem occurs when deeper networks are able to start converging, accuracy gets saturated and then degrades rapidly, not caused by overfitting, as reported in [11, 42] and thoroughly verified by experiments. This phenomenon is similar to that on ImageNet and MNIST, suggesting that such an optimization difficulty is a fundamental problem.",supervisor_arch,"[""ImgRecog.pdf""]","[""ImgRecog.pdf"", ""ImgRecog.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf"", ""ImgRecog.pdf""]",paraphrase_hard_retrieval,hard,123.87020770000163,ok,,0.0,0.2268041237113402,0.12371134020618556,1.0,0.5,1.0,1.0
"Which shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation?",That shift was the Reform movement and its direct-method orientation.,"The shift in English teaching moved away from abstract grammar translation toward listening, speaking, and pronunciation, as indicated by a decrease in the perceived intelligibility of the teacher (Item 40) over time, from 89% in 2015–2016 to 50% in 2021–2022, as reported by students at S07.",supervisor_arch,"[""English.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",paraphrase_hard_retrieval,medium,162.7677040000017,ok,,0.0,0.10714285714285714,0.07142857142857142,1.0,1.0,1.0,1.0
What BERT pre-training setup lets a token use both left and right context instead of only earlier tokens?,BERT’s masked language model objective enables bidirectional context because masked tokens are predicted using both left and right context.,"The BERT pre-training setup that lets a token use both left and right context instead of only earlier tokens is the ""masked language model"" (MLM) task, which is described in Section 3.1 of the paper. This task is used in conjunction with the ""next sentence prediction"" (NSP) task to pre-train BERT.",supervisor_arch,"[""BERT.pdf""]","[""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf""]",paraphrase_hard_retrieval,medium,125.83861629999956,ok,,0.0,0.2571428571428572,0.14285714285714285,1.0,1.0,1.0,1.0
How do the Transformer and BERT papers use attention differently in their main contributions?,"The Transformer paper introduces an attention-only encoder-decoder architecture for sequence transduction, while the BERT paper uses Transformer attention inside a bidirectional pretrained language model for general-purpose language representation learning and fine-tuning.","The Transformer paper uses attention in three different ways: encoder-decoder attention, self-attention in the encoder, and self-attention in the decoder. In contrast, BERT uses bidirectional self-attention, where every token can attend to context to its left and right, unlike the Transformer's decoder self-attention which only attends to context to its left to preserve the auto-regressive property.",supervisor_arch,"[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""AttentionIsAllYouNeed.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf""]",cross_paper_comparison,hard,120.94791330000226,ok,,0.0,0.2298850574712644,0.20689655172413793,1.0,1.0,1.0,1.0
How do ResNet and TabNet each try to improve optimization or learning efficiency in different data settings?,"ResNet improves optimization in very deep vision networks by learning residual functions with shortcut connections, while TabNet improves efficiency in tabular learning by using sparse sequential attention to focus model capacity on salient features.","TabNet improves learning efficiency by using sequential attention to choose a subset of semantically meaningful features to process at each decision step, enabling instance-wise feature selection and more interpretable decision making. This allows the model capacity to be fully used for the most salient features, resulting in more efficient learning. 

ResNet improves optimization by using residual connections to overcome the optimization difficulty that deep plain nets suffer from, allowing for accuracy gains when the depth increases.",supervisor_arch,"[""ImgRecog.pdf"", ""TabNet.pdf""]","[""TabNet.pdf"", ""ImgRecog.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",cross_paper_comparison,hard,146.16187130000253,ok,,0.0,0.4,0.21818181818181817,1.0,1.0,1.0,1.0
How do the English paper and the RAG survey each connect broad theory to practical application?,"The English paper connects theories of language and English’s global status to curriculum and teaching practice in Norway, while the RAG survey connects high-level RAG paradigms and component design to practical system building, benchmarks, and evaluation.","The RAG survey connects broad theory to practical application by mapping out the RAG process and charting its evolution, with a focus on the integration of RAG within LLMs, and by summarizing three main research paradigms from over 100 RAG studies. The survey also highlights the practical implications of RAG's expansion into multimodal domains, adapting its principles to interpret and process diverse data forms like images, videos, and code.",supervisor_arch,"[""English.pdf"", ""RAGSurvey.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",cross_paper_comparison,hard,145.78863419999834,ok,,0.0,0.2857142857142857,0.1714285714285714,1.0,1.0,0.5,1.0
In which paper does attention refer to sequential feature selection over tabular columns rather than sequence transduction over token positions?,"That usage appears in TabNet, where attention selects tabular features at each decision step rather than modeling token-to-token dependencies in a sequence.","TabNet uses sequential attention to choose which features to reason from at each decision step, enabling interpretability and better learning as the learning capacity is used for the most salient features.",supervisor_arch,"[""TabNet.pdf"", ""AttentionIsAllYouNeed.pdf""]","[""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf"", ""TabNet.pdf""]",distractor_edge_case,hard,91.4472210999993,ok,,0.0,0.2641509433962264,0.2641509433962264,1.0,1.0,0.5,1.0
"Which paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture?","The RAG survey discusses Naive, Advanced, and Modular RAG; it is a taxonomy and survey paper rather than a paper proposing a new encoder architecture.","This paper discusses Naive, Advanced, and Modular RAG rather than introducing a new encoder architecture. The three RAG paradigms are Naive RAG, Advanced RAG, and Modular RAG, as shown in Figure 3, which illustrates their respective components and data flow.",supervisor_arch,"[""RAGSurvey.pdf"", ""AttentionIsAllYouNeed.pdf"", ""BERT.pdf""]","[""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf"", ""RAGSurvey.pdf""]",distractor_edge_case,medium,108.31286380000165,ok,,0.0,0.4923076923076923,0.3692307692307692,1.0,1.0,0.3333333333333333,1.0
Which paper is about language beliefs and English teaching in Norway rather than neural representation learning?,"That is What is English?, which focuses on language beliefs, English teaching, and the status of English in Norway.","The paper about language beliefs and English teaching in Norway rather than neural representation learning is Olsen, M. E. (2023). Students' experiences of their English teaching across two school reforms: A study of Tripod survey data from 11 different 8th grade classrooms in Norway.",supervisor_arch,"[""English.pdf"", ""BERT.pdf"", ""AttentionIsAllYouNeed.pdf"", ""TabNet.pdf"", ""ImgRecog.pdf""]","[""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf"", ""English.pdf""]",distractor_edge_case,easy,142.11125659999743,ok,,0.0,0.3492063492063492,0.25396825396825395,1.0,1.0,0.2,1.0
